Date,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd
1/3/09,0.00,50.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,50.00,0.00,0.00
1/5/09,0.00,50.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1/7/09,0.00,50.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1/9/09,0.00,750.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,14.00,14.00,15.00,14.00,14.00,700.00,0.00,0.00
1/11/09,0.00,7600.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,106.00,106.00,152.00,106.00,106.00,5300.00,0.00,0.00
1/13/09,0.00,17800.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,57500.00,0.00,117.00,116.00,363.00,116.00,116.00,5778.00,10.00,0.00
1/15/09,0.00,30450.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1533.82,0.00,136.00,136.00,625.00,136.00,136.00,6911.00,414.00,0.00
1/17/09,0.00,41650.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,5400.00,0.00,109.00,109.00,851.00,109.00,109.00,5500.00,100.00,0.00
1/19/09,0.00,52650.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,3966.67,0.00,120.00,120.00,1072.00,120.00,120.00,6100.00,150.00,0.00
1/21/09,0.00,64100.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1130.00,0.00,115.00,115.00,1305.00,115.00,115.00,6150.00,500.00,0.00
1/23/09,0.00,71200.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,2233.33,0.00,68.00,68.00,1449.00,68.00,68.00,3500.00,150.00,0.00
1/25/09,0.00,90850.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,19400.00,0.00,195.00,195.00,1845.00,195.00,195.00,9750.00,50.00,0.00
1/27/09,0.00,101800.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,447.83,0.00,105.00,105.00,2066.00,105.00,105.00,6300.00,1150.00,0.00
1/29/09,0.00,113050.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,122.00,122.00,2291.00,122.00,122.00,6100.00,0.00,0.00
1/31/09,0.00,125550.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,129.00,129.00,2542.00,129.00,129.00,6450.00,0.00,0.00
2/2/09,0.00,137700.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,127.00,127.00,2787.00,127.00,127.00,6350.00,0.00,0.00
2/4/09,0.00,150650.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,16171.44,0.00,129.00,126.00,3063.00,126.00,126.00,6300.00,38.00,0.00
2/6/09,0.00,163150.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,129.00,129.00,3313.00,129.00,129.00,6450.00,0.00,0.00
2/8/09,0.00,176150.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,670.00,0.00,135.00,135.00,3578.00,135.00,135.00,7700.00,1000.00,0.00
2/10/09,0.00,188900.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,127.00,127.00,3834.00,127.00,127.00,6350.00,0.00,0.00
2/12/09,0.00,201350.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,2950.00,0.00,119.00,119.00,4085.00,119.00,119.00,6100.00,200.00,0.00
2/14/09,0.00,214600.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,141.00,141.00,4350.00,141.00,141.00,7050.00,0.00,0.00
2/16/09,0.00,226850.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,123.00,123.00,4598.00,123.00,123.00,6150.00,0.00,0.00
2/18/09,0.00,238950.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,124.00,124.00,4841.00,124.00,124.00,6200.00,0.00,0.00
2/20/09,0.00,251200.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,800.00,0.00,129.00,129.00,5087.00,129.00,129.00,7200.00,800.00,0.00
2/22/09,0.00,262750.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,576.19,0.00,125.00,125.00,5322.00,125.00,125.00,7100.00,1050.00,0.00
2/24/09,0.00,273650.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,111.00,111.00,5540.00,111.00,111.00,5550.00,0.00,0.00
2/26/09,0.00,283800.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,96.00,96.00,5743.00,96.00,96.00,4800.00,0.00,0.00
2/28/09,0.00,295050.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,283.33,0.00,103.00,103.00,5969.00,103.00,103.00,6900.00,1800.00,0.00
3/2/09,0.00,305550.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,104.00,104.00,6180.00,104.00,104.00,5200.00,0.00,0.00
3/4/09,0.00,316150.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,106.00,106.00,6394.00,106.00,106.00,5300.00,0.00,0.00
3/6/09,0.00,327350.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1475.00,0.00,119.00,119.00,6621.00,119.00,119.00,6300.00,400.00,0.00
3/8/09,0.00,338500.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,361.29,0.00,115.00,115.00,6847.00,115.00,115.00,7150.00,1550.00,0.00
3/10/09,0.00,349400.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,105.00,105.00,7065.00,105.00,105.00,5250.00,0.00,0.00
3/12/09,0.00,360700.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,3933.33,0.00,119.00,119.00,7292.00,119.00,119.00,6050.00,150.00,0.00
3/14/09,0.00,372200.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,116.00,116.00,7523.00,116.00,116.00,5800.00,0.00,0.00
3/16/09,0.00,384250.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,270.83,0.00,131.00,131.00,7765.00,131.00,131.00,8900.00,2400.00,0.00
3/18/09,0.00,395500.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,110.00,110.00,7990.00,110.00,110.00,5500.00,0.00,0.00
3/20/09,0.00,407500.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,983.33,0.00,119.00,119.00,8233.00,119.00,119.00,6500.00,600.00,0.00
3/22/09,0.00,416100.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,863.64,0.00,96.00,97.00,8407.00,97.00,97.00,5300.00,550.00,0.00
3/24/09,0.00,427950.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,105.00,105.00,8644.00,105.00,105.00,5250.00,0.00,0.00
3/26/09,0.00,439400.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,403.57,0.00,114.00,114.00,8874.00,114.00,114.00,7050.00,1400.00,0.00
3/28/09,0.00,450850.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,595.00,0.00,120.00,122.00,9106.00,122.00,122.00,6950.00,1000.00,0.00
3/30/09,0.00,462700.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,125.00,125.00,9343.00,125.00,125.00,6250.00,0.00,0.00
4/1/09,0.00,473700.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,107.00,107.00,9564.00,107.00,107.00,5350.00,0.00,0.00
4/3/09,0.00,485350.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,113.00,113.00,9797.00,113.00,113.00,5650.00,0.00,0.00
4/5/09,0.00,497450.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,129.00,129.00,10039.00,129.00,129.00,6450.00,0.00,0.00
4/7/09,0.00,508150.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,99.00,99.00,10255.00,99.00,99.00,4950.00,0.00,0.00
4/9/09,0.00,518300.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,99.00,99.00,10458.00,99.00,99.00,4950.00,0.00,0.00
4/11/09,0.00,529550.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1742.86,0.00,123.00,123.00,10684.00,123.00,123.00,6450.00,350.00,0.00
4/13/09,0.00,541050.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,598.96,0.00,119.00,118.00,10917.00,118.00,118.00,6750.00,960.00,0.00
4/15/09,0.00,553000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,112.00,112.00,11156.00,112.00,112.00,5600.00,0.00,0.00
4/17/09,0.00,564900.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,115.00,115.00,11394.00,115.00,115.00,5750.00,0.00,0.00
4/19/09,0.00,576950.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1322.22,0.00,121.00,121.00,11640.00,121.00,121.00,6400.00,450.00,0.00
4/21/09,0.00,588950.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,175.71,0.00,126.00,125.00,11883.00,125.00,125.00,9700.00,3500.00,0.00
4/23/09,0.00,599000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,80.00,80.00,12084.00,80.00,80.00,4000.00,0.00,0.00
4/25/09,0.00,610750.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,122.00,122.00,12319.00,122.00,122.00,6100.00,0.00,0.00
4/27/09,0.00,621450.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,105.00,105.00,12535.00,105.00,105.00,5250.00,0.00,0.00
4/29/09,0.00,633450.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,123.00,123.00,12775.00,123.00,123.00,6150.00,0.00,0.00
5/1/09,0.00,646200.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,123.00,123.00,13031.00,123.00,123.00,6150.00,0.00,0.00
5/3/09,0.00,658050.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,816.03,0.00,116.00,115.00,13270.00,115.00,115.00,6399.94,699.00,0.00
5/5/09,0.00,670750.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,440.00,0.00,133.00,133.00,13528.00,133.00,133.00,8100.00,1500.00,0.00
5/7/09,0.00,683650.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,121.00,121.00,13787.00,121.00,121.00,6050.00,0.00,0.00
5/9/09,0.00,694300.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,91.00,91.00,14000.00,91.00,91.00,4550.00,0.00,0.00
5/11/09,0.00,703350.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.10,11900.00,0.00,121.00,120.00,14182.00,120.00,120.00,6050.00,50.00,0.00
5/13/09,0.00,715450.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,11274.51,0.00,118.00,117.00,14426.00,117.00,117.00,5850.00,51.00,0.00
5/15/09,0.00,729250.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,14300.00,0.00,146.00,145.00,14708.00,145.00,145.00,7249.99,50.00,0.00
5/17/09,0.00,741200.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,125.00,125.00,14948.00,125.00,125.00,6250.00,0.00,0.00
5/19/09,0.00,752400.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,100.00,100.00,15172.00,100.00,100.00,5000.00,0.00,0.00
5/21/09,0.00,762050.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,89.00,89.00,15365.00,89.00,89.00,4450.00,0.00,0.00
5/23/09,0.00,766550.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,7.00,7.00,15455.00,7.00,7.00,350.00,0.00,0.00
5/25/09,0.00,776950.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,112.00,112.00,15663.00,112.00,112.00,5600.00,0.00,0.00
5/27/09,0.00,788850.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,125.00,125.00,15901.00,125.00,125.00,6250.00,0.00,0.00
5/29/09,0.00,799350.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,178.33,0.00,108.00,108.00,16112.00,108.00,108.00,8350.00,3000.00,0.00
5/31/09,0.00,810400.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,118.00,118.00,16333.00,118.00,118.00,5900.00,0.00,0.00
6/2/09,0.00,818500.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,89.00,89.00,16496.00,89.00,89.00,4450.00,0.00,0.00
6/4/09,0.00,825350.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,39.00,39.00,16633.00,39.00,39.00,1950.00,0.00,0.00
6/6/09,0.00,829400.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,24.00,24.00,16714.00,24.00,24.00,1200.00,0.00,0.00
6/8/09,0.00,833200.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,72.00,72.00,16790.00,72.00,72.00,3600.00,0.00,0.00
6/10/09,0.00,842050.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,83.00,83.00,16967.00,83.00,83.00,4150.00,0.00,0.00
6/12/09,0.00,851250.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,91.00,91.00,17151.00,91.00,91.00,4550.00,0.00,0.00
6/14/09,0.00,858450.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,70.00,70.00,17295.00,70.00,70.00,3500.00,0.00,0.00
6/16/09,0.00,866200.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,73.00,73.00,17450.00,73.00,73.00,3650.00,0.00,0.00
6/18/09,0.00,874100.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,81.00,81.00,17608.00,81.00,81.00,4050.00,0.00,0.00
6/20/09,0.00,882650.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,84.00,84.00,17779.00,84.00,84.00,4200.00,0.00,0.00
6/22/09,0.00,890400.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,133.33,0.00,81.00,81.00,17935.00,81.00,81.00,7000.00,3000.00,0.00
6/24/09,0.00,898450.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,3400.27,0.00,88.00,87.00,18098.00,87.00,87.00,4398.98,125.00,0.00
6/26/09,0.00,906600.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,445.00,0.00,90.00,90.00,18262.00,90.00,90.00,5450.00,1000.00,0.00
6/28/09,0.00,913400.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,10200.00,0.00,53.00,52.00,18399.00,52.00,52.00,2600.00,25.00,0.00
6/30/09,0.00,921550.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,3480.00,0.00,89.00,89.00,18564.00,89.00,89.00,4495.00,125.00,0.00
7/2/09,0.00,929300.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,72.00,72.00,18720.00,72.00,72.00,3600.00,0.00,0.00
7/4/09,0.00,937900.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,89.00,89.00,18893.00,89.00,89.00,4450.00,0.00,0.00
7/6/09,0.00,946450.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,91.00,91.00,19064.00,91.00,91.00,4550.00,0.00,0.00
7/8/09,0.00,953550.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,79.00,79.00,19206.00,79.00,79.00,3950.00,0.00,0.00
7/10/09,0.00,961700.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,82.00,82.00,19369.00,82.00,82.00,4100.00,0.00,0.00
7/12/09,0.00,969700.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,76.00,76.00,19529.00,76.00,76.00,3800.00,0.00,0.00
7/14/09,0.00,977100.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,72.00,72.00,19677.00,72.00,72.00,3600.00,0.00,0.00
7/16/09,0.00,982850.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,69.00,69.00,19792.00,69.00,69.00,3450.00,0.00,0.00
7/18/09,0.00,986250.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,3.00,19860.00,3.00,3.00,150.00,0.00,0.00
7/20/09,0.00,992600.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,75.00,75.00,19987.00,75.00,75.00,3750.00,0.00,0.00
7/22/09,0.00,999750.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,69.00,69.00,20131.00,69.00,69.00,3450.00,0.00,0.00
7/24/09,0.00,1006800.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,75.00,75.00,20272.00,75.00,75.00,3750.00,0.00,0.00
7/26/09,0.00,1010100.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,13.00,13.00,20338.00,13.00,13.00,650.00,0.00,0.00
7/28/09,0.00,1015500.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,44.00,44.00,20446.00,44.00,44.00,2200.00,0.00,0.00
7/30/09,0.00,1017800.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,666.67,0.00,17.00,16.00,20494.00,16.00,16.00,850.00,105.00,0.00
8/1/09,0.00,1019550.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,23.00,23.00,20529.00,23.00,23.00,1150.00,0.00,0.00
8/3/09,0.00,1021800.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,15.00,15.00,20574.00,15.00,15.00,750.00,0.00,0.00
8/5/09,0.00,1029250.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,91.00,91.00,20723.00,91.00,91.00,4550.00,0.00,0.00
8/7/09,0.00,1037750.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,74.00,74.00,20893.00,74.00,74.00,3700.00,0.00,0.00
8/9/09,0.00,1046750.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,98.00,98.00,21074.00,98.00,98.00,4900.00,0.00,0.00
8/11/09,0.00,1054200.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,67.00,67.00,21223.00,67.00,67.00,3350.00,0.00,0.00
8/13/09,0.00,1061650.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,81.00,81.00,21372.00,81.00,81.00,4050.00,0.00,0.00
8/15/09,0.00,1066600.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,34.00,34.00,21471.00,34.00,34.00,1700.00,0.00,0.00
8/17/09,0.00,1068700.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,17.00,17.00,21513.00,17.00,17.00,850.00,0.00,0.00
8/19/09,0.00,1069900.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,15.00,15.00,21537.00,15.00,15.00,750.00,0.00,0.00
8/21/09,0.00,1071900.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,16.00,16.00,21577.00,16.00,16.00,800.00,0.00,0.00
8/23/09,0.00,1072900.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,12.00,12.00,21597.00,12.00,12.00,600.00,0.00,0.00
8/25/09,0.00,1076050.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,55.00,55.00,21660.00,55.00,55.00,2750.00,0.00,0.00
8/27/09,0.00,1079650.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,65.23,0.00,34.00,33.00,21735.00,33.00,33.00,3848.06,2300.00,0.00
8/29/09,0.00,1087000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,83.00,83.00,21882.00,83.00,83.00,4150.00,0.00,0.00
8/31/09,0.00,1096200.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1566.67,0.00,95.00,95.00,22068.00,95.00,95.00,5000.00,300.00,0.00
9/2/09,0.00,1103550.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,68.00,68.00,22215.00,68.00,68.00,3400.00,0.00,0.00
9/4/09,0.00,1109700.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,63.00,63.00,22339.00,63.00,63.00,3150.00,0.00,0.00
9/6/09,0.00,1116850.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,72.00,72.00,22482.00,72.00,72.00,3600.00,0.00,0.00
9/8/09,0.00,1124050.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,66.00,66.00,22627.00,66.00,66.00,3300.00,0.00,0.00
9/10/09,0.00,1130000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,61.00,61.00,22746.00,61.00,61.00,3050.00,0.00,0.00
9/12/09,0.00,1136950.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,71.00,71.00,22885.00,71.00,71.00,3550.00,0.00,0.00
9/14/09,0.00,1144500.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,81.00,81.00,23036.00,81.00,81.00,4050.00,0.00,0.00
9/16/09,0.00,1150200.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,290000.00,0.00,59.00,59.00,23151.00,59.00,59.00,2901.00,1.00,0.00
9/18/09,0.00,1158400.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,81.00,81.00,23316.00,81.00,81.00,4050.00,0.00,0.00
9/20/09,0.00,1165900.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,79.00,79.00,23466.00,79.00,79.00,3950.00,0.00,0.00
9/22/09,0.00,1171300.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,425.00,0.00,35.00,35.00,23575.00,35.00,35.00,2100.00,400.00,0.00
9/24/09,0.00,1176750.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,82.00,82.00,23685.00,82.00,82.00,4100.00,0.00,0.00
9/26/09,0.00,1186450.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,94.00,94.00,23881.00,94.00,94.00,4700.00,0.00,0.00
9/28/09,0.00,1195300.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,88.00,88.00,24059.00,88.00,88.00,4400.00,0.00,0.00
