Date,bitcoin_Open,bitcoin_High,bitcoin_Low,bitcoin_Close,bitcoin_Volume,bitcoin_Market Cap,iota_Open,iota_High,iota_Low,iota_Close,iota_Volume,iota_Market Cap,bitcoin_cash_Open,bitcoin_cash_High,bitcoin_cash_Low,bitcoin_cash_Close,bitcoin_cash_Volume,bitcoin_cash_Market Cap,bitconnect_Open,bitconnect_High,bitconnect_Low,bitconnect_Close,bitconnect_Volume,bitconnect_Market Cap,waves_Open,waves_High,waves_Low,waves_Close,waves_Volume,waves_Market Cap,stratis_Open,stratis_High,stratis_Low,stratis_Close,stratis_Volume,stratis_Market Cap,ripple_Open,ripple_High,ripple_Low,ripple_Close,ripple_Volume,ripple_Market Cap,qtum_Open,qtum_High,qtum_Low,qtum_Close,qtum_Volume,qtum_Market Cap,ethereum_classic_Open,ethereum_classic_High,ethereum_classic_Low,ethereum_classic_Close,ethereum_classic_Volume,ethereum_classic_Market Cap,omisego_Open,omisego_High,omisego_Low,omisego_Close,omisego_Volume,omisego_Market Cap,numeraire_Open,numeraire_High,numeraire_Low,numeraire_Close,numeraire_Volume,numeraire_Market Cap,nem_Open,nem_High,nem_Low,nem_Close,nem_Volume,nem_Market Cap,litecoin_Open,litecoin_High,litecoin_Low,litecoin_Close,litecoin_Volume,litecoin_Market Cap,ethereum_Open,ethereum_High,ethereum_Low,ethereum_Close,ethereum_Volume,ethereum_Market Cap,dash_Open,dash_High,dash_Low,dash_Close,dash_Volume,dash_Market Cap,monero_Open,monero_High,monero_Low,monero_Close,monero_Volume,monero_Market Cap
4/26/17,1265.99,1294.83,1265.93,1281.08,329631000.00,20627900000.00,,,,,,,,,,,,,9.25,9.35,7.92,8.01,862259.00,56757800.00,0.549625,0.579819,0.545577,0.557545,407189.00,54962500.00,0.59526,0.658377,0.585844,0.6376,1092190.00,58549900.00,0.03239,0.033509,0.032183,0.032797,11921700.00,1227080000.00,,,,,,,3.97,4.64,3.92,4.59,46981900.00,361613000.00,,,,,,,,,,,,,0.037425,0.050294,0.036775,0.049937,13731300.00,336824000.00,15.21,15.79,14.56,14.85,71308800.00,772651000.00,49.91,53.44,49.91,52.72,104884000.00,4544370000.00,72.04,72.23,70.68,71.53,8605760.00,522517000.00,19.67,19.93,19.24,19.37,6027790.00,282326000.00
4/25/17,1250.45,1267.58,1249.97,1265.49,242556000.00,20372300000.00,,,,,,,,,,,,,9.77,9.99,9.14,9.25,615853.00,59895000.00,0.562252,0.577594,0.530378,0.549486,484929.00,56225200.00,0.633718,0.635376,0.574855,0.590839,1074350.00,62331800.00,0.031409,0.033826,0.031297,0.032346,13469200.00,1189920000.00,,,,,,,4.05,4.13,3.83,3.96,25195800.00,368833000.00,,,,,,,,,,,,,0.034407,0.03904,0.033989,0.037436,5342870.00,309660000.00,14.98,15.43,14.24,15.21,56668300.00,760872000.00,50.07,50.3,49.81,49.89,38264600.00,4557870000.00,72.19,72.94,71.62,72.07,8641860.00,523445000.00,19.6,20.1,19.36,19.65,5148290.00,281316000.00
4/24/17,1209.63,1250.94,1209.63,1250.15,235806000.00,19705400000.00,,,,,,,,,,,,,9.77,9.97,9.63,9.78,581280.00,59861300.00,0.563522,0.61486,0.541515,0.562138,681177.00,56352200.00,0.587854,0.635381,0.579851,0.634239,845139.00,57819900.00,0.031236,0.031436,0.030738,0.031384,6333250.00,1183370000.00,,,,,,,3.57,4.11,3.57,4.05,42912000.00,324863000.00,,,,,,,,,,,,,0.031379,0.034309,0.030738,0.034198,2517040.00,282409000.00,13.96,14.97,13.33,14.97,60177200.00,709098000.00,48.87,50.18,48.87,50.03,55580600.00,4446470000.00,68.93,72.22,68.93,72.2,7918480.00,499641000.00,19.73,20.11,19.51,19.56,4584190.00,283007000.00
4/23/17,1231.92,1232.2,1203.94,1207.21,258951000.00,20066200000.00,,,,,,,,,,,,,10.07,10.07,9.64,9.74,294309.00,61638000.00,0.473141,0.559936,0.473141,0.559936,479973.00,47314100.00,0.638919,0.642939,0.585091,0.585091,1066710.00,62841800.00,0.031878,0.031974,0.030742,0.031278,4976320.00,1207680000.00,,,,,,,3.23,3.54,3.19,3.54,17227400.00,293703000.00,,,,,,,,,,,,,0.032087,0.032087,0.029898,0.031441,1484040.00,288788000.00,13.07,14.41,12.95,13.94,198452000.00,663271000.00,48.59,48.89,48.17,48.49,36234000.00,4420040000.00,71.18,72.24,68.77,68.89,8328060.00,515838000.00,20.12,20.17,19.68,19.72,4155640.00,288495000.00
4/22/17,1222.71,1235.56,1208.47,1231.71,249320000.00,19913900000.00,,,,,,,,,,,,,9.87,10.16,9.78,10.07,442488.00,60365000.00,0.460812,0.489511,0.456272,0.478201,195745.00,46081200.00,0.66477,0.678386,0.581039,0.633149,1176330.00,65383500.00,0.033122,0.033279,0.031422,0.03177,9020550.00,1254840000.00,,,,,,,3.18,3.26,3.17,3.23,5842940.00,289096000.00,,,,,,,,,,,,,0.032812,0.033698,0.030871,0.03197,2138240.00,295305000.00,11.18,13.07,11.11,13.06,158914000.00,567234000.00,48.18,48.74,48.17,48.55,37357600.00,4381290000.00,70.85,72.52,70.35,71.22,9913170.00,513274000.00,20.27,20.52,19.97,20.12,5266460.00,290548000.00
4/21/17,1229.42,1235.94,1215.56,1222.05,272167000.00,20020700000.00,,,,,,,,,,,,,10.06,10.08,9.5,9.87,474630.00,61440400.00,0.461387,0.471075,0.444341,0.4605,180213.00,46138700.00,0.669078,0.698216,0.648271,0.660851,618058.00,65806400.00,0.029727,0.034044,0.029216,0.03278,28245700.00,1126210000.00,,,,,,,3.28,3.36,3.14,3.18,12069800.00,297930000.00,,,,,,,,,,,,,0.02832,0.032971,0.027447,0.032971,3036720.00,254881000.00,10.29,11.54,10.16,11.23,99012200.00,522165000.00,49.64,49.66,48.14,48.22,45048300.00,4512610000.00,71.48,72.8,70.57,70.88,9790840.00,517733000.00,19.98,20.34,19.75,20.29,6704090.00,286297000.00
4/20/17,1211.08,1240.79,1208.41,1229.08,315108000.00,19719900000.00,,,,,,,,,,,,,10.19,10.39,9.7,10.05,388381.00,62223000.00,0.457924,0.478858,0.439249,0.457231,302686.00,45792400.00,0.681851,0.701159,0.607216,0.667942,1873680.00,67061700.00,0.030259,0.030611,0.027493,0.029984,25650400.00,1135700000.00,,,,,,,3.15,3.47,3.1,3.28,25077400.00,286485000.00,,,,,,,,,,,,,0.032502,0.0339,0.027506,0.028481,3557250.00,292522000.00,9.63,10.66,9.59,10.33,55828300.00,488681000.00,48.13,49.99,48.13,49.67,79600900.00,4373800000.00,72.18,72.74,71.03,71.45,9144880.00,522642000.00,20.4,20.9,20.24,20.24,6216400.00,292149000.00
4/19/17,1212.13,1215.51,1205.08,1210.29,288061000.00,19734800000.00,,,,,,,,,,,,,9.89,10.66,9.89,10.18,495149.00,60314300.00,0.431306,0.4588,0.421073,0.457649,379471.00,43130600.00,0.70032,0.75726,0.665934,0.681415,2528750.00,68877300.00,0.033181,0.033387,0.029687,0.030173,13265600.00,1245350000.00,,,,,,,2.89,3.29,2.82,3.14,18424100.00,261650000.00,,,,,,,,,,,,,0.028398,0.040435,0.028367,0.032498,11247000.00,255586000.00,10.31,10.35,9.59,9.66,55784900.00,522923000.00,50.73,50.95,47.26,48.31,76281000.00,4608260000.00,72.76,75.63,72.27,72.28,11688300.00,526688000.00,21.07,21.12,20.23,20.39,5877830.00,301594000.00
4/18/17,1193.77,1217.57,1193.77,1211.67,270524000.00,19433800000.00,,,,,,,,,,,,,8.74,10.38,8.74,9.74,1048750.00,53297500.00,0.445136,0.46271,0.427708,0.431094,257694.00,44513600.00,0.673516,0.700032,0.66083,0.700032,1093750.00,66240200.00,0.033638,0.034021,0.032866,0.033183,8970210.00,1262530000.00,,,,,,,2.62,2.96,2.61,2.89,12008300.00,237684000.00,,,,,,,,,,,,,0.026155,0.028407,0.025902,0.028338,1941180.00,235395000.00,10.42,10.94,9.97,10.32,83183300.00,528060000.00,48.32,51.03,48.3,50.71,78748500.00,4387860000.00,75.63,76.22,71.08,72.83,14595000.00,547341000.00,20.53,21.17,20.45,21.06,4459260.00,293752000.00
4/17/17,1183.25,1194.9,1172.65,1193.91,253206000.00,19260500000.00,,,,,,,,,,,,,9.7,9.78,7.59,8.74,801362.00,59082700.00,0.432989,0.569558,0.418365,0.444683,313608.00,43298900.00,0.675905,0.691317,0.631967,0.669994,1489060.00,66474300.00,0.0334,0.03406,0.032955,0.033655,7933260.00,1253560000.00,,,,,,,2.63,2.65,2.59,2.62,3539730.00,238216000.00,,,,,,,,,,,,,0.024184,0.026236,0.023969,0.026132,1170530.00,217653000.00,10.6,11.18,10.39,10.42,104055000.00,536824000.00,48.66,48.75,48.05,48.3,44013300.00,4417310000.00,75.32,75.97,74.2,75.64,10470900.00,544956000.00,20.46,20.99,20.32,20.56,6055450.00,292659000.00
4/16/17,1172.61,1187.22,1172.61,1182.94,183231000.00,19085100000.00,,,,,,,,,,,,,10.78,10.84,8.5,9.7,737619.00,65626200.00,0.426076,0.43918,0.41877,0.432685,96846.00,42607600.00,0.677898,0.740796,0.646971,0.676857,3328550.00,66669500.00,0.03388,0.034002,0.033194,0.033462,5980280.00,1271610000.00,,,,,,,2.68,2.69,2.61,2.63,3454270.00,242861000.00,,,,,,,,,,,,,0.02451,0.0246,0.023422,0.024114,1125710.00,220588000.00,10.75,10.9,10.67,10.71,24321400.00,544263000.00,49.04,49.14,48.19,48.72,31343800.00,4450140000.00,75.07,76.76,74.48,75.34,11539500.00,542961000.00,20.71,20.82,20.25,20.46,4222960.00,296093000.00
4/15/17,1167.3,1188,1164.96,1172.52,203559000.00,18996500000.00,,,,,,,,,,,,,9.8,11.45,9.08,10.8,1077470.00,58750800.00,0.429279,0.45149,0.415093,0.425766,211117.00,42927900.00,0.60843,0.750817,0.591067,0.678061,5749910.00,59836700.00,0.033528,0.034281,0.033277,0.033955,4972610.00,1258400000.00,,,,,,,2.64,2.68,2.62,2.68,3488550.00,239360000.00,,,,,,,,,,,,,0.021961,0.026277,0.02182,0.024322,3447680.00,197651000.00,10.34,11,10.2,10.79,47922000.00,523678000.00,47.65,49.57,47.18,49.1,66207800.00,4323100000.00,70.81,77.79,69.45,75.01,17237300.00,512034000.00,20.43,21.19,20.25,20.71,4483370.00,291985000.00
4/14/17,1170.33,1190.8,1159.79,1167.54,254827000.00,19043800000.00,,,,,,,,,,,,,12.05,12.69,8.27,9.69,201720.00,72172000.00,0.437399,0.439311,0.414465,0.429333,131218.00,43739900.00,0.538327,0.626694,0.514536,0.610367,4448330.00,52941600.00,0.034262,0.035127,0.032986,0.033779,8869300.00,1285920000.00,,,,,,,2.63,2.7,2.55,2.64,6137310.00,238045000.00,,,,,,,,,,,,,0.021204,0.022174,0.021071,0.022076,646718.00,190834000.00,10.13,10.51,9.68,10.39,61137000.00,512838000.00,49.97,50.05,46.76,47.57,91674400.00,4531810000.00,72.61,73.54,68.54,70.77,15477900.00,524892000.00,21.47,21.8,19.67,20.59,8949460.00,306779000.00
4/13/17,1201.02,1205.89,1156.44,1169.28,351969000.00,19541300000.00,,,,,,,,,,,,,10.62,17.63,10.62,11.95,1951160.00,63522800.00,0.419051,0.437475,0.407009,0.437049,200220.00,41905100.00,0.420286,0.54918,0.399227,0.542483,2461110.00,41332400.00,0.034459,0.035574,0.033461,0.034383,15872400.00,1292790000.00,,,,,,,2.62,2.66,2.6,2.62,5216010.00,237470000.00,,,,,,,,,,,,,0.020804,0.021879,0.020355,0.021136,913704.00,187240000.00,10.76,10.77,9.93,10.15,64187400.00,544751000.00,46.31,50.91,46.31,50.22,157200000.00,4198420000.00,68.1,76.26,65.76,72.57,29296100.00,492196000.00,21.69,22.08,21.44,21.48,5980210.00,309846000.00
4/12/17,1204.81,1207.14,1196.76,1200.37,288702000.00,19600800000.00,,,,,,,,,,,,,8.39,10.57,8.37,10.55,902695.00,50133900.00,0.447296,0.456914,0.41595,0.418725,373385.00,44729600.00,0.417345,0.424775,0.40357,0.419679,414260.00,41042600.00,0.033002,0.034794,0.032477,0.034336,13437000.00,1238110000.00,,,,,,,2.54,2.66,2.52,2.62,4452230.00,229734000.00,,,,,,,,,,,,,0.019713,0.020753,0.019696,0.020753,352057.00,177420000.00,8.83,11.06,8.83,10.79,159255000.00,446780000.00,43.46,47.23,43.11,46.29,88045700.00,3938930000.00,60.71,68.48,59.15,68,21914300.00,438679000.00,21.32,22.11,21.25,21.76,6401630.00,304441000.00
4/11/17,1187.46,1208.07,1187.46,1205.01,216182000.00,19316000000.00,,,,,,,,,,,,,6.13,8.5,6.13,8.41,771597.00,36618600.00,0.414604,0.451126,0.413837,0.447008,266946.00,41460400.00,0.423156,0.433431,0.403996,0.41337,472155.00,41613500.00,0.033677,0.034576,0.032035,0.032952,11301000.00,1263420000.00,,,,,,,2.6,2.6,2.54,2.54,3092580.00,235280000.00,,,,,,,,,,,,,0.020727,0.021008,0.019627,0.019801,624476.00,186548000.00,8.91,9.28,8.66,8.85,50700000.00,450735000.00,43.5,44.25,43.3,43.41,38303300.00,3941100000.00,61.3,62.5,59.23,60.53,12016500.00,442808000.00,21.8,21.89,21.12,21.36,5356450.00,311171000.00
4/10/17,1187.3,1190.34,1179.04,1187.13,215883000.00,19311200000.00,,,,,,,,,,,,,5.91,6.16,5.48,6.12,595244.00,35273600.00,0.392784,0.427879,0.382493,0.414832,259204.00,39278400.00,0.422399,0.429549,0.374214,0.422815,1056040.00,41538600.00,0.034123,0.035091,0.032806,0.033598,12012700.00,1280150000.00,,,,,,,2.64,2.65,2.53,2.6,5163570.00,239316000.00,,,,,,,,,,,,,0.020442,0.021617,0.019866,0.020881,935290.00,183982000.00,8.72,9.2,8.19,8.92,74425700.00,440977000.00,43.28,44.14,42.42,43.44,44061500.00,3919520000.00,64.73,65.4,60.06,61.31,12222700.00,467460000.00,20.69,22.41,20.52,21.83,6591730.00,295155000.00
4/9/17,1176.57,1197.21,1171.86,1187.87,242343000.00,19134400000.00,,,,,,,,,,,,,5.73,6.2,5.73,5.92,470292.00,34156000.00,0.380948,0.402589,0.380195,0.392766,190894.00,38094800.00,0.449177,0.462887,0.418681,0.421928,719470.00,44171300.00,0.035799,0.035799,0.032327,0.03402,15695600.00,1343050000.00,,,,,,,2.72,2.72,2.58,2.64,6335860.00,245821000.00,,,,,,,,,,,,,0.018457,0.021084,0.018394,0.020015,1427210.00,166109000.00,9.89,10.01,8.43,8.71,90963300.00,499887000.00,44.28,44.49,42.89,43.27,55143000.00,4009010000.00,67.8,68.29,64.55,64.7,8535590.00,489452000.00,20.84,21.31,19.75,20.68,5711770.00,297207000.00
4/8/17,1172.65,1184.98,1162.58,1175.95,209312000.00,19068600000.00,,,,,,,,,,,,,5.43,5.8,5.36,5.73,458324.00,32329000.00,0.385098,0.392065,0.378961,0.380812,142979.00,38509800.00,0.451717,0.48853,0.414665,0.448099,1693160.00,44420500.00,0.036355,0.036894,0.034932,0.035849,14782600.00,1363900000.00,,,,,,,2.71,2.77,2.63,2.72,6855690.00,244756000.00,,,,,,,,,,,,,0.016816,0.019124,0.016652,0.018439,566747.00,151344000.00,9.34,10.35,9.33,9.92,58489100.00,471828000.00,41.8,45.21,41.73,44.31,74138800.00,3783000000.00,66.08,68.89,65.5,67.75,10316300.00,476916000.00,19.31,21.46,19,20.83,6218750.00,275199000.00
4/7/17,1178.94,1186.58,1163.39,1176.9,317022000.00,19168500000.00,,,,,,,,,,,,,5.17,5.51,5.02,5.45,614199.00,30770800.00,0.399457,0.400531,0.385907,0.38624,305879.00,39945700.00,0.451101,0.473411,0.375788,0.427865,1889010.00,44359400.00,0.03274,0.036935,0.030789,0.036319,36825000.00,1228290000.00,,,,,,,2.67,2.74,2.56,2.73,5287300.00,241422000.00,,,,,,,,,,,,,0.016591,0.017712,0.016456,0.016876,537684.00,149323000.00,10.22,10.56,9.19,9.37,94765600.00,516533000.00,42.87,44.04,41.65,42.16,81474700.00,3878210000.00,66.47,69.96,64.11,66.19,13046400.00,479637000.00,19.32,20.07,18.95,19.39,5499430.00,275287000.00
4/6/17,1125.81,1188.37,1125.81,1182.68,511222000.00,18302600000.00,,,,,,,,,,,,,4.8,5.22,4.8,5.2,499333.00,28510400.00,0.417807,0.417807,0.39249,0.400497,260516.00,41780700.00,0.419843,0.508891,0.394881,0.452586,3144410.00,41285000.00,0.035672,0.036843,0.029463,0.032665,48264600.00,1338210000.00,,,,,,,2.75,2.81,2.46,2.68,10892200.00,248631000.00,,,,,,,,,,,,,0.017481,0.017954,0.015952,0.016597,876617.00,157325000.00,11.12,11.45,9.66,10.25,194300000.00,561808000.00,45.22,45.64,40.9,43.24,147120000.00,4089930000.00,74.45,74.45,64.28,66.53,21464900.00,537046000.00,19.59,19.95,18.33,19.27,11553100.00,278971000.00
4/5/17,1134.14,1135.09,1113.63,1124.78,414784000.00,18435700000.00,,,,,,,,,,,,,4.77,4.81,4.66,4.79,355818.00,28317800.00,0.370886,0.417769,0.364375,0.417318,379711.00,37088600.00,0.388421,0.545997,0.380617,0.416731,7752760.00,38194700.00,0.037386,0.040178,0.035214,0.035544,42360300.00,1402530000.00,,,,,,,2.68,2.8,2.65,2.76,5603160.00,241974000.00,,,,,,,,,,,,,0.018288,0.018327,0.016803,0.017454,703122.00,164592000.00,8.25,11.42,7.96,11.09,217834000.00,416432000.00,44.66,47.84,44.54,45.3,119733000.00,4037940000.00,69.12,77.6,66.35,74.37,31084000.00,498097000.00,21.31,21.62,19.58,19.62,9188050.00,303396000.00
4/4/17,1145.52,1156.44,1120.52,1133.25,436310000.00,18619000000.00,,,,,,,,,,,,,4.49,4.85,4.43,4.76,398884.00,26668800.00,0.383605,0.385438,0.362827,0.370456,204891.00,38360500.00,0.357205,0.401183,0.315558,0.38575,3027180.00,35124600.00,0.033032,0.040702,0.028324,0.037455,78538100.00,1239170000.00,,,,,,,2.6,2.71,2.58,2.67,6273250.00,235018000.00,,,,,,,,,,,,,0.019975,0.019975,0.017202,0.018258,1116120.00,179777000.00,8.12,8.96,7.53,8.29,129208000.00,409793000.00,43.92,45.74,41.72,44.64,157568000.00,3969730000.00,63.42,71.84,57.89,69.07,33869600.00,456882000.00,20.33,21.51,19.87,21.35,7062530.00,289275000.00
4/3/17,1102.95,1151.74,1102.95,1143.81,580444000.00,17924600000.00,,,,,,,,,,,,,3.91,4.66,3.91,4.42,414450.00,23190700.00,0.343736,0.386078,0.343736,0.383308,279890.00,34373600.00,0.275118,0.350436,0.264378,0.341476,1166730.00,27052500.00,0.060291,0.061594,0.027447,0.033023,155550000.00,2261800000.00,,,,,,,2.65,2.77,2.51,2.6,9722960.00,239440000.00,,,,,,,,,,,,,0.01613,0.02229,0.01613,0.02,3046200.00,145174000.00,7.74,8.64,7.24,8.07,114179000.00,390802000.00,48.82,48.82,43.41,44.36,190513000.00,4411030000.00,56.73,65.87,47.1,61.76,42403200.00,408589000.00,20.16,21.16,19.94,20.33,7080440.00,286817000.00
4/2/17,1080.61,1107.59,1075.45,1102.17,514187000.00,17559400000.00,,,,,,,,,,,,,4.02,4.23,3.88,3.91,149998.00,23780900.00,0.350045,0.370202,0.344632,0.344632,351514.00,35004500.00,0.25257,0.30673,0.25257,0.276256,1886380.00,24835000.00,0.021938,0.071441,0.021696,0.061159,230622000.00,820232000.00,,,,,,,2.75,2.82,2.52,2.64,10883300.00,248588000.00,,,,,,,,,,,,,0.017555,0.018228,0.016028,0.016086,1424000.00,157994000.00,6.86,7.94,6.65,7.74,88560400.00,346209000.00,50.74,51.27,45.43,48.75,134604000.00,4582700000.00,68.26,71.2,54.95,57.07,26723500.00,491501000.00,21.42,21.5,20.02,20.14,7427960.00,304574000.00
4/1/17,1071.71,1091.72,1061.09,1080.5,289634000.00,17413000000.00,,,,,,,,,,,,,3.53,4.04,3.49,4.01,432916.00,20858600.00,0.376644,0.380867,0.347324,0.350208,312547.00,37664400.00,0.199113,0.263652,0.197635,0.24656,889150.00,19578400.00,0.021743,0.022798,0.019664,0.021892,30657700.00,812963000.00,,,,,,,2.82,2.82,2.75,2.76,6321790.00,254292000.00,,,,,,,,,,,,,0.014921,0.019151,0.014803,0.017632,2447890.00,134287000.00,6.65,6.98,6.31,6.88,57711700.00,335526000.00,50.03,51.93,48.88,50.7,92461900.00,4517510000.00,74.3,74.3,66.85,68.6,17542100.00,534806000.00,20.52,21.53,19.23,21.5,7622780.00,291737000.00
3/31/17,1026.64,1074.92,1026.64,1071.79,447287000.00,16679000000.00,,,,,,,,,,,,,3.35,3.59,3.34,3.49,277557.00,19395400.00,0.381456,0.393676,0.360378,0.376973,274899.00,38145600.00,0.198267,0.207285,0.184126,0.198193,550593.00,19494900.00,0.013049,0.021776,0.013049,0.020889,72699400.00,487885000.00,,,,,,,2.8,2.99,2.6,2.83,24881200.00,252768000.00,,,,,,,,,,,,,0.013967,0.015281,0.013967,0.014928,691479.00,125699000.00,7.02,7.07,5.85,6.67,98922600.00,353860000.00,51.75,51.77,47.38,50.04,151416000.00,4671190000.00,79.51,81.75,67.66,74.91,37471500.00,572175000.00,20.8,21.2,19.84,20.54,6955980.00,295489000.00
3/30/17,1042.21,1049.29,1020.04,1026.43,352969000.00,16929800000.00,,,,,,,,,,,,,3.41,3.43,3.3,3.35,313656.00,19700100.00,0.402779,0.409678,0.361227,0.381375,346511.00,40277900.00,0.20144,0.214291,0.186298,0.198118,474000.00,19806700.00,0.010125,0.014126,0.010125,0.013276,19821800.00,378563000.00,,,,,,,2.33,2.99,2.28,2.83,19426400.00,209841000.00,,,,,,,,,,,,,0.014892,0.015137,0.013532,0.014036,496073.00,134032000.00,4.18,7.04,4.15,6.98,191251000.00,210627000.00,53.12,53.31,51.87,52.21,86885700.00,4793280000.00,84.42,84.75,77.54,79.61,26036700.00,607325000.00,21.06,21.45,20.25,20.88,5993880.00,299146000.00
3/29/17,1046.08,1055.13,1015.88,1039.97,298458000.00,16990900000.00,,,,,,,,,,,,,3.34,3.44,3.25,3.4,250322.00,19176200.00,0.374042,0.403952,0.361859,0.401914,297157.00,37404200.00,0.179581,0.215974,0.176996,0.203608,546849.00,17657100.00,0.009526,0.010101,0.00952,0.010101,3344230.00,356171000.00,,,,,,,2.27,2.38,2.25,2.33,5549740.00,204442000.00,,,,,,,,,,,,,0.013594,0.014892,0.013265,0.014892,648006.00,122347000.00,4.14,4.2,4.09,4.19,8479960.00,208728000.00,50.57,53.87,50.55,53.13,144998000.00,4561150000.00,87.82,88.04,83.12,84.4,18209000.00,631616000.00,19.88,21.34,19.28,21.14,6704720.00,282266000.00
3/28/17,1044.58,1064.65,1027.73,1047.15,326332000.00,16964500000.00,,,,,,,,,,,,,3.25,3.4,3.23,3.34,340582.00,18635300.00,0.358403,0.376971,0.338538,0.374437,229631.00,35840300.00,0.173483,0.191233,0.163761,0.179755,453196.00,17057300.00,0.009568,0.009644,0.00928,0.009514,3111280.00,357724000.00,,,,,,,2.14,2.35,2.14,2.27,7125770.00,192717000.00,,,,,,,,,,,,,0.01333,0.014019,0.012497,0.013647,440369.00,119969000.00,4.07,4.18,4.06,4.16,4297870.00,205012000.00,49.71,50.96,49.15,50.77,97745300.00,4482160000.00,84.28,90.63,80.93,87.89,24886900.00,606012000.00,19.49,20.51,18.17,19.81,10061200.00,276545000.00
3/27/17,972.05,1046.4,971.98,1045.77,372535000.00,15785000000.00,,,,,,,,,,,,,2.99,3.29,2.93,3.25,303282.00,17109800.00,0.322498,0.388574,0.319586,0.361338,288109.00,32249800.00,0.188156,0.223377,0.168133,0.173743,1681390.00,18499800.00,0.009482,0.010053,0.009155,0.009597,6336150.00,354514000.00,,,,,,,2.36,2.37,2.12,2.13,7221650.00,212515000.00,,,,,,,,,,,,,0.013598,0.013812,0.012871,0.013332,647927.00,122383000.00,4.07,4.14,4.04,4.08,5162690.00,204793000.00,51.31,52.46,48.93,49.67,118978000.00,4624990000.00,93.63,93.98,78.89,85.66,45830500.00,673078000.00,19.75,20.1,17.71,19.66,11887200.00,280203000.00
3/26/17,974.01,1007.96,954.19,966.73,303668000.00,15814800000.00,,,,,,,,,,,,,3.05,3.15,2.9,2.97,165270.00,17464100.00,0.296388,0.331441,0.293033,0.318849,230424.00,29638800.00,0.132338,0.19622,0.132333,0.187084,1729470.00,13011500.00,0.009159,0.00984,0.009079,0.009545,5475230.00,342448000.00,,,,,,,2.28,2.38,2.28,2.31,4810060.00,205706000.00,,,,,,,,,,,,,0.012689,0.014127,0.012632,0.013527,602948.00,114201000.00,4.07,4.1,4.03,4.06,3911060.00,204723000.00,50.77,51.8,49.28,50.52,106859000.00,4574540000.00,94.31,95.58,91.66,93.63,20996100.00,677736000.00,20.16,20.57,19.29,19.61,7408990.00,285884000.00
3/25/17,936.54,975.76,903.71,972.78,435803000.00,15204800000.00,,,,,,,,,,,,,2.7,4.42,2.34,3.04,377669.00,15418900.00,0.280876,0.302105,0.274906,0.301237,270956.00,28087600.00,0.11469,0.135959,0.112906,0.131945,345479.00,11276200.00,0.010502,0.010711,0.00904,0.009116,11334900.00,392674000.00,,,,,,,2.42,2.43,2.28,2.28,7542960.00,218022000.00,,,,,,,,,,,,,0.013931,0.014144,0.012025,0.01271,1267940.00,125381000.00,4.07,4.12,3.97,4.07,7904680.00,205034000.00,53.58,53.58,48.31,51.25,223059000.00,4825700000.00,96.98,99.42,91.47,94.33,23040200.00,696738000.00,21.08,21.28,19.88,20.14,10858900.00,298839000.00
3/24/17,1038.45,1040.47,934.36,937.52,491038000.00,16857000000.00,,,,,,,,,,,,,2.02,3.91,2.01,3.32,347994.00,11530000.00,0.272689,0.280473,0.256621,0.280473,263578.00,27268900.00,0.131431,0.132655,0.114056,0.114551,217068.00,12922000.00,0.010528,0.010825,0.009135,0.010518,24493700.00,393620000.00,,,,,,,2.29,2.48,2.27,2.41,12123700.00,206033000.00,,,,,,,,,,,,,0.014918,0.015217,0.01379,0.013891,918205.00,134264000.00,3.97,4.13,3.94,4.08,12524300.00,199924000.00,43.64,54.14,43.21,53.11,297046000.00,3929230000.00,101.58,108.86,94.87,97.27,33033000.00,729578000.00,21.85,22.28,20.86,21.1,13807600.00,309519000.00
3/23/17,1050.05,1058.01,1028.93,1038.59,248540000.00,17043400000.00,,,,,,,,,,,,,1.83,2.08,1.78,2.02,244700.00,10431300.00,0.275336,0.278885,0.265831,0.27272,144537.00,27533600.00,0.136738,0.138148,0.124152,0.13146,188451.00,13443600.00,0.007284,0.010582,0.007258,0.010582,12315100.00,271965000.00,,,,,,,2.39,2.4,2.24,2.29,7279450.00,215468000.00,,,,,,,,,,,,,0.016316,0.0167,0.014816,0.01502,801946.00,146839000.00,3.93,4,3.92,3.98,3354160.00,197783000.00,42.57,44.75,41.3,43.68,100724000.00,3831310000.00,101.26,103.43,98.97,101.43,15500100.00,727130000.00,21.45,22.49,20.64,21.82,7419900.00,303834000.00
3/22/17,1120.65,1120.65,1014.21,1049.14,380841000.00,18187100000.00,,,,,,,,,,,,,1.89,1.94,1.77,1.83,162423.00,10741700.00,0.290401,0.293072,0.266216,0.272987,161794.00,29040100.00,0.137352,0.140759,0.115191,0.135158,366482.00,13503800.00,0.006908,0.00746,0.006882,0.007301,4652530.00,257915000.00,,,,,,,2.43,2.51,2.25,2.4,18969200.00,218160000.00,,,,,,,,,,,,,0.01581,0.017653,0.0153,0.016312,1313950.00,142286000.00,3.99,4.01,3.89,3.94,5949960.00,200521000.00,43.12,43.52,39.69,42.34,113952000.00,3880120000.00,95.68,111.16,89.47,101.51,46138100.00,686887000.00,21.39,22.39,20.77,21.42,9699960.00,302815000.00
