Date,Open,High,Low,Close,Volume,Market Cap
7/16/17,139.65,143.54,119.17,132.64,35385900.00,1037360000.00
7/15/17,161.28,163.44,139.91,140.14,30810000.00,1197760000.00
7/14/17,171.48,171.91,156.49,161.08,26831900.00,1273130000.00
7/13/17,179.83,182.61,169.57,171.24,24269400.00,1334790000.00
7/12/17,165.03,179.89,159.54,179.89,30198600.00,1224620000.00
7/11/17,173.63,180.37,159.99,165.73,44860900.00,1288140000.00
7/10/17,195.99,197.38,170.06,174.4,38824100.00,1453580000.00
7/9/17,209.64,212.48,195.64,195.64,44286500.00,1554430000.00
7/8/17,196.15,211.31,187.21,209.2,41486800.00,1454000000.00
7/7/17,212.72,213.08,194.8,196.46,59581400.00,1576370000.00
7/6/17,210.34,227.89,205.37,213.17,114292000.00,1558330000.00
7/5/17,183.05,212.66,181.06,209.48,93285800.00,1354980000.00
7/4/17,180.22,187.3,180.22,183.06,51222900.00,1333710000.00
7/3/17,173.37,182.58,171.91,180.79,40038200.00,1282650000.00
7/2/17,165.61,174.1,163.99,173.49,33257700.00,1224910000.00
7/1/17,181.66,182.29,165.63,165.71,42283100.00,1343300000.00
6/30/17,177.3,184.58,177.3,181.77,48166300.00,1310690000.00
6/29/17,183.17,184.48,176.72,177.17,42548600.00,1353710000.00
6/28/17,177.01,185.97,174.59,184.13,27008600.00,1307820000.00
6/27/17,162.89,176.02,153.94,176.02,48931600.00,1203160000.00
6/26/17,172.96,175.91,149.22,162.89,40405300.00,1277190000.00
6/25/17,182.35,183.43,169.3,172.88,36111800.00,1346200000.00
6/24/17,189.31,190.52,178.61,182.62,35863100.00,1397190000.00
6/23/17,177.03,193.47,177.03,189.26,42975000.00,1306270000.00
6/22/17,179.29,183.33,175.72,177.06,37412700.00,1322590000.00
6/21/17,187.77,188.09,175.04,178.81,40445100.00,1384740000.00
6/20/17,201.37,203.71,180.61,187.91,58960400.00,1484670000.00
6/19/17,193.21,208.42,192.88,201.26,98763400.00,1424100000.00
6/18/17,178.52,193.93,176.12,193.53,77003000.00,1315450000.00
6/17/17,166.21,183.85,166.16,178.13,58241000.00,1224440000.00
6/16/17,163.63,167.65,158.43,166.25,35834400.00,1205110000.00
6/15/17,163.12,166.05,143.32,163.35,48167500.00,1201030000.00
6/14/17,183.65,191.58,156.18,163.21,53986500.00,1351820000.00
6/13/17,171.27,183.97,171.27,183.97,51568400.00,1260370000.00
6/12/17,187.1,197.17,162.31,170.78,79698800.00,1376490000.00
6/11/17,151.99,200.12,151.99,188.27,155786000.00,1117860000.00
6/10/17,149.13,152.48,147.84,152,32894500.00,1096550000.00
6/9/17,144.94,149.69,144.94,148.93,28944700.00,1065470000.00
6/8/17,140.82,146.1,139.47,145.03,29049200.00,1034920000.00
6/7/17,145.25,153.76,138.17,140.36,44240500.00,1067130000.00
6/6/17,145.43,147.96,134.27,145.19,66883600.00,1068210000.00
6/5/17,143.41,145.86,142,144.92,40209200.00,1053050000.00
6/4/17,143.88,143.89,140.43,143.35,28248800.00,1055520000.00
6/3/17,145.28,148.42,142.8,144.29,39144000.00,1065460000.00
6/2/17,137.08,145.88,136.33,145.29,39172500.00,1005050000.00
6/1/17,136.47,147.94,131.64,136.08,46692500.00,1000300000.00
5/31/17,121.85,141.84,117.98,135.97,59781000.00,892886000.00
5/30/17,117.17,127,115.4,121.13,42919400.00,858404000.00
5/29/17,107.93,119.2,105.64,117.26,35802200.00,790454000.00
5/28/17,100.42,115.58,100.42,108.14,39651700.00,735254000.00
5/27/17,113.35,117.76,89.05,99.2,39936600.00,829763000.00
5/26/17,118.61,139.46,110.03,112.94,45411400.00,868031000.00
5/25/17,143.2,145.14,118.68,119.63,60488800.00,1047690000.00
5/24/17,139.1,157.09,139.1,144.63,47161500.00,1017440000.00
5/23/17,120.38,144.18,117.86,138.07,51407800.00,880270000.00
5/22/17,101.67,146.8,96.29,120.73,76089200.00,743266000.00
5/21/17,100.72,102.35,98.01,102.03,19898000.00,736086000.00
5/20/17,98.83,105.87,98.69,100.77,22378100.00,722090000.00
5/19/17,89.87,101.1,88.77,98.98,25889600.00,656468000.00
5/18/17,83.21,89.8,83.21,89.73,14126000.00,607656000.00
5/17/17,85.64,85.79,81.89,83.26,15847600.00,625221000.00
5/16/17,91.68,91.68,85.09,85.59,14638900.00,669083000.00
5/15/17,89.88,91.9,84.6,91.49,15672900.00,655801000.00
5/14/17,89.56,90.97,88.53,89.8,12006000.00,653270000.00
5/13/17,86.75,89.75,83.5,89.35,14419400.00,632643000.00
5/12/17,91.8,92.43,85.88,86.8,15467900.00,669279000.00
5/11/17,91.62,93.94,90.14,91.54,15996300.00,667796000.00
5/10/17,92.89,97.19,89.82,91.52,17906900.00,676854000.00
5/9/17,101.12,103.81,82.49,93.3,33359200.00,736626000.00
5/8/17,106.55,107.04,95.46,101.1,26320700.00,775962000.00
5/7/17,99.53,111.68,98.42,106.28,30297200.00,724648000.00
5/6/17,99.18,101.57,97.44,99.76,17201700.00,721874000.00
5/5/17,92.87,105.36,92.87,99.01,29039200.00,675223000.00
5/4/17,90.12,96.7,90.06,92.8,26417800.00,655081000.00
5/3/17,86.24,90.46,84,90.08,18749400.00,626662000.00
5/2/17,87.91,89.42,83.4,86.24,14430400.00,638649000.00
5/1/17,91.5,96.37,84.92,88.12,22978900.00,664545000.00
4/30/17,94.21,97.13,88.8,91.55,19963300.00,684050000.00
4/29/17,79.67,100.46,79.67,94.95,39496900.00,578278000.00
4/28/17,78.02,80.93,77.32,79.49,16201200.00,566202000.00
4/27/17,71.52,80.62,71.08,78.17,18560500.00,518868000.00
4/26/17,72.04,72.23,70.68,71.53,8605760.00,522517000.00
4/25/17,72.19,72.94,71.62,72.07,8641860.00,523445000.00
4/24/17,68.93,72.22,68.93,72.2,7918480.00,499641000.00
4/23/17,71.18,72.24,68.77,68.89,8328060.00,515838000.00
4/22/17,70.85,72.52,70.35,71.22,9913170.00,513274000.00
4/21/17,71.48,72.8,70.57,70.88,9790840.00,517733000.00
4/20/17,72.18,72.74,71.03,71.45,9144880.00,522642000.00
4/19/17,72.76,75.63,72.27,72.28,11688300.00,526688000.00
4/18/17,75.63,76.22,71.08,72.83,14595000.00,547341000.00
4/17/17,75.32,75.97,74.2,75.64,10470900.00,544956000.00
4/16/17,75.07,76.76,74.48,75.34,11539500.00,542961000.00
4/15/17,70.81,77.79,69.45,75.01,17237300.00,512034000.00
4/14/17,72.61,73.54,68.54,70.77,15477900.00,524892000.00
4/13/17,68.1,76.26,65.76,72.57,29296100.00,492196000.00
4/12/17,60.71,68.48,59.15,68,21914300.00,438679000.00
4/11/17,61.3,62.5,59.23,60.53,12016500.00,442808000.00
4/10/17,64.73,65.4,60.06,61.31,12222700.00,467460000.00
4/9/17,67.8,68.29,64.55,64.7,8535590.00,489452000.00
4/8/17,66.08,68.89,65.5,67.75,10316300.00,476916000.00
4/7/17,66.47,69.96,64.11,66.19,13046400.00,479637000.00
4/6/17,74.45,74.45,64.28,66.53,21464900.00,537046000.00
4/5/17,69.12,77.6,66.35,74.37,31084000.00,498097000.00
4/4/17,63.42,71.84,57.89,69.07,33869600.00,456882000.00
4/3/17,56.73,65.87,47.1,61.76,42403200.00,408589000.00
4/2/17,68.26,71.2,54.95,57.07,26723500.00,491501000.00
4/1/17,74.3,74.3,66.85,68.6,17542100.00,534806000.00
3/31/17,79.51,81.75,67.66,74.91,37471500.00,572175000.00
3/30/17,84.42,84.75,77.54,79.61,26036700.00,607325000.00
3/29/17,87.82,88.04,83.12,84.4,18209000.00,631616000.00
3/28/17,84.28,90.63,80.93,87.89,24886900.00,606012000.00
3/27/17,93.63,93.98,78.89,85.66,45830500.00,673078000.00
3/26/17,94.31,95.58,91.66,93.63,20996100.00,677736000.00
3/25/17,96.98,99.42,91.47,94.33,23040200.00,696738000.00
3/24/17,101.58,108.86,94.87,97.27,33033000.00,729578000.00
3/23/17,101.26,103.43,98.97,101.43,15500100.00,727130000.00
3/22/17,95.68,111.16,89.47,101.51,46138100.00,686887000.00
3/21/17,99.91,104.21,90.85,95.38,40860300.00,717014000.00
3/20/17,108.16,110.66,99.53,100.05,25082500.00,776036000.00
3/19/17,107.55,113.92,98.71,108.23,44670100.00,771412000.00
3/18/17,101.04,120.52,95.06,109.24,74763700.00,724518000.00
3/17/17,89.56,100.04,81.95,99.14,44263600.00,642049000.00
3/16/17,95.42,99.21,80.53,89.81,54538700.00,683888000.00
3/15/17,89.06,101.76,85.78,95.09,68173100.00,638133000.00
3/14/17,74.61,91.39,73.37,88.24,37180000.00,534395000.00
3/13/17,76.96,81.03,70.36,74.61,36706700.00,551120000.00
3/12/17,72.71,80.79,65.98,77.08,46099200.00,520543000.00
3/11/17,50.4,74.11,50.15,72.93,55127200.00,360708000.00
3/10/17,51.09,54.72,47.23,50.42,24723800.00,365561000.00
3/9/17,42.24,53.38,41.65,51.06,21013500.00,302128000.00
3/8/17,45.55,45.6,42.15,42.33,7640390.00,325712000.00
3/7/17,46.57,46.92,44.14,45.68,9034640.00,332936000.00
3/6/17,42.22,47.33,42.22,46.5,12933400.00,301783000.00
3/5/17,43.14,44.82,39.68,42.31,12260100.00,307986000.00
3/4/17,47.17,48.81,43.35,43.38,14949600.00,336628000.00
3/3/17,44.04,51.4,38.54,47.38,33651400.00,314220000.00
3/2/17,42.47,58.9,37.3,42.44,72796200.00,302911000.00
3/1/17,32.62,46.75,32.33,42.54,31700200.00,232593000.00
2/28/17,28.24,33.38,27.95,32.51,10042800.00,201326000.00
2/27/17,28.1,28.64,27.47,28.18,4064580.00,200212000.00
2/26/17,26.67,28.23,25.44,28.11,4656680.00,189992000.00
2/25/17,26.23,27.11,23.61,26.76,7377240.00,186832000.00
2/24/17,25.05,29.38,23.79,26.2,10322700.00,178372000.00
2/23/17,22.09,25.23,22.09,25.22,4664780.00,157238000.00
2/22/17,21.24,22.19,20.99,22.12,2625710.00,151098000.00
2/21/17,21.6,22.1,20.45,21.25,4093200.00,153668000.00
2/20/17,22.6,22.94,21.24,21.59,4159380.00,160743000.00
2/19/17,21.46,23.73,21.44,22.55,5688120.00,152571000.00
2/18/17,20.05,21.53,20.05,21.41,3498460.00,142505000.00
2/17/17,19.47,20.15,19.19,20,1859180.00,138366000.00
2/16/17,19.64,19.81,19.14,19.52,2859140.00,139499000.00
2/15/17,18.1,19.66,17.7,19.63,3355410.00,128554000.00
2/14/17,16.85,18.37,16.8,18.15,1948330.00,119626000.00
2/13/17,16.88,17.05,16.63,16.88,1464030.00,119800000.00
2/12/17,17.15,17.15,16.83,16.91,1264080.00,121667000.00
2/11/17,16.69,17.22,16.6,17.15,1216530.00,118350000.00
2/10/17,16.58,16.89,15.84,16.67,1386930.00,117570000.00
2/9/17,17.34,17.6,15.69,16.58,1793860.00,122937000.00
2/8/17,17.14,17.4,16.85,17.35,1552640.00,121430000.00
2/7/17,17.11,17.51,17.04,17.14,1388260.00,121211000.00
2/6/17,17.07,17.24,16.7,17.12,1025680.00,120894000.00
2/5/17,17.54,17.67,16.84,17.06,1905980.00,124154000.00
2/4/17,17.55,17.74,17.28,17.62,1598070.00,124173000.00
2/3/17,16.31,17.61,16.31,17.52,1818910.00,115306000.00
2/2/17,15.98,16.41,15.85,16.31,1350760.00,112934000.00
2/1/17,16.05,16.24,15.65,16.03,2139000.00,113338000.00
1/31/17,15.93,16.22,15.78,16.07,1384500.00,112498000.00
1/30/17,15.5,16.03,15.5,15.96,2046270.00,109407000.00
1/29/17,15.26,15.65,15.17,15.51,1363910.00,107705000.00
1/28/17,15.33,15.36,15.07,15.27,1333010.00,108155000.00
1/27/17,15.06,15.41,14.99,15.34,1303190.00,106228000.00
1/26/17,14.49,15.05,14.43,15.04,1348170.00,102158000.00
1/25/17,14.1,14.61,13.9,14.51,1656580.00,99366700.00
1/24/17,15.11,15.11,13.91,14.09,2694720.00,106493000.00
1/23/17,15.13,15.32,14.99,15.19,1553800.00,106549000.00
1/22/17,15,15.52,14.96,15.11,1918440.00,105622000.00
1/21/17,15.19,15.37,14.83,14.97,1958960.00,106916000.00
1/20/17,15.14,15.48,14.83,15.16,2021010.00,106564000.00
1/19/17,14.12,15.28,14.12,15.18,2170870.00,99371100.00
1/18/17,14.25,14.3,13.48,14.06,1510760.00,100228000.00
1/17/17,12.92,14.41,12.91,14.25,1810660.00,90828600.00
1/16/17,12.37,13.08,12.04,12.94,3715630.00,86960200.00
1/15/17,12.08,12.55,12.02,12.39,4362180.00,84869100.00
1/14/17,12.59,12.66,12,12.08,7960870.00,88482900.00
1/13/17,12.21,12.66,11.5,12.59,8400930.00,85789600.00
1/12/17,11.29,12.53,11.05,12.22,8272830.00,79295200.00
1/11/17,12.47,12.8,10.83,11.3,3100210.00,87501500.00
1/10/17,12.02,12.65,11.98,12.49,1391630.00,84366800.00
1/9/17,12.57,12.6,12.03,12.09,2365630.00,88154300.00
1/8/17,12.42,13.12,12.19,12.54,3118970.00,87104800.00
1/7/17,11.96,12.59,11.39,12.44,2542530.00,83814000.00
1/6/17,14.42,14.87,11.87,12.03,2262740.00,101082000.00
1/5/17,16.58,17.11,12.94,14.38,2579450.00,116187000.00
1/4/17,12.81,16.96,12.75,16.52,4901250.00,89664000.00
1/3/17,11.81,13.05,11.81,12.78,3846520.00,82603400.00
1/2/17,11.27,11.96,11.24,11.81,3800380.00,78789700.00
1/1/17,11.21,11.49,10.96,11.23,3684210.00,78350600.00
12/31/16,11.14,11.33,10.93,11.21,3468330.00,77833900.00
12/30/16,10.83,11.44,10.72,11.11,4445310.00,75640100.00
12/29/16,10.05,11.05,10.01,10.85,3237930.00,70227400.00
12/28/16,9.73,10.36,9.72,10.07,2490150.00,67916000.00
12/27/16,9.72,9.91,9.45,9.74,2285700.00,67846400.00
12/26/16,9.98,10.17,9.7,9.7,2106310.00,69653100.00
12/25/16,9.82,10.17,9.78,10.01,2578850.00,68476200.00
12/24/16,9.59,10.02,9.59,9.83,2686220.00,66873600.00
12/23/16,9.77,9.9,9.24,9.56,2883150.00,68143200.00
12/22/16,9.84,9.93,9.21,9.79,2611390.00,68569100.00
12/21/16,10.23,10.27,9.78,9.81,2189580.00,71265200.00
12/20/16,10.33,10.51,10.22,10.22,2236060.00,71983000.00
12/19/16,9.88,10.53,9.87,10.32,2089000.00,68822100.00
12/18/16,9.72,9.94,9.64,9.89,1935260.00,67675800.00
12/17/16,9.87,9.91,9.39,9.74,1964650.00,68667100.00
12/16/16,9.29,9.98,9.17,9.89,1951350.00,64662300.00
12/15/16,9.18,9.39,9.08,9.3,1999050.00,63821200.00
12/14/16,9.4,9.42,9.1,9.16,1416530.00,65366300.00
12/13/16,9.07,9.43,9.05,9.39,971378.00,63064100.00
12/12/16,9.52,9.66,9.07,9.1,1054770.00,66123200.00
12/11/16,8.88,9.59,8.78,9.54,1065390.00,61671200.00
12/10/16,8.84,8.93,8.81,8.88,781253.00,61391600.00
12/9/16,8.75,8.85,8.72,8.83,870014.00,60752100.00
12/8/16,8.69,8.79,8.66,8.75,713673.00,60292700.00
12/7/16,8.78,8.82,8.66,8.68,787296.00,60880100.00
12/6/16,8.56,8.81,8.49,8.8,1016800.00,59386400.00
12/5/16,8.8,8.9,8.48,8.56,979175.00,61042900.00
12/4/16,8.87,9.01,8.66,8.82,889416.00,61445900.00
12/3/16,8.64,8.92,8.61,8.88,939632.00,59770500.00
12/2/16,8.75,8.86,8.61,8.66,823934.00,60538100.00
12/1/16,8.91,8.94,8.7,8.74,672328.00,61634000.00
11/30/16,8.82,8.95,8.75,8.91,605542.00,61023300.00
11/29/16,8.96,9.05,8.62,8.82,1402230.00,61963800.00
11/28/16,9.07,9.14,8.95,8.96,848792.00,62666300.00
11/27/16,8.9,9.17,8.89,9.09,1058670.00,61471600.00
11/26/16,9.11,9.13,8.79,8.9,947235.00,62900600.00
11/25/16,9.14,9.18,8.76,9.1,1170070.00,63117400.00
11/24/16,8.44,9.14,8.34,9.13,929254.00,58260600.00
11/23/16,8.67,8.73,8.47,8.51,798355.00,59792300.00
11/22/16,8.58,8.84,8.55,8.63,822084.00,59180400.00
11/21/16,8.49,8.62,8.41,8.58,685102.00,58578200.00
11/20/16,8.5,8.61,8.32,8.51,837398.00,58585000.00
11/19/16,8.96,8.97,8.42,8.48,1120590.00,61722700.00
11/18/16,9.02,9.11,8.79,8.95,867850.00,62179200.00
11/17/16,9.44,9.46,9.01,9.02,1037810.00,65038700.00
11/16/16,9.64,9.67,9.1,9.45,850986.00,66347900.00
11/15/16,9.7,9.73,9.5,9.64,899729.00,66754800.00
11/14/16,9.54,9.74,9.45,9.68,619525.00,65630600.00
11/13/16,9.63,9.72,9.4,9.49,828714.00,66259100.00
11/12/16,9.69,9.86,9.56,9.64,1066110.00,66632200.00
11/11/16,9.65,9.74,9.51,9.67,978517.00,66375200.00
11/10/16,9.67,9.76,9.53,9.67,621946.00,66481100.00
11/9/16,9.73,10,9.4,9.7,951744.00,66863400.00
11/8/16,9.88,10.49,9.7,9.76,1509000.00,67892400.00
11/7/16,9.4,9.92,9.27,9.92,1597080.00,64568400.00
11/6/16,9.21,9.48,9.13,9.4,1174590.00,63217900.00
11/5/16,9.12,9.26,9.05,9.21,764091.00,62557700.00
11/4/16,9.13,9.29,8.96,9.13,1315030.00,62569800.00
11/3/16,8.99,9.44,8.79,9.12,1443680.00,61580500.00
11/2/16,9.01,9.36,8.8,8.94,1234770.00,61677200.00
11/1/16,9.21,9.34,8.65,9.04,1334790.00,63075600.00
10/31/16,9.68,9.9,9.05,9.2,1001140.00,66226100.00
10/30/16,8.63,9.72,8.63,9.67,1180810.00,59059600.00
10/29/16,9.07,9.36,8.05,8.61,1459460.00,62012400.00
10/28/16,9.72,9.73,9.05,9.07,1102490.00,66491500.00
10/27/16,9.32,9.91,9.14,9.71,1527680.00,63723300.00
10/26/16,9.39,9.55,8.95,9.34,1507430.00,64195800.00
10/25/16,9.86,10,9.08,9.41,1147660.00,67345800.00
10/24/16,9.96,10.16,9.77,9.85,1138230.00,68050400.00
10/23/16,10.37,10.47,9.95,9.96,1071280.00,70799500.00
10/22/16,10.77,10.78,10.26,10.36,1057070.00,73483300.00
10/21/16,10.55,10.87,10.46,10.77,1101460.00,71970700.00
10/20/16,10.3,10.78,10.24,10.5,1118960.00,70293600.00
10/19/16,10.2,10.46,10.13,10.29,623278.00,69574100.00
10/18/16,10.62,10.62,9.97,10.21,622564.00,72371800.00
10/17/16,10.84,10.88,10.52,10.62,501778.00,73893100.00
10/16/16,11.1,11.29,10.85,10.85,421644.00,75628100.00
10/15/16,11.52,11.63,11.05,11.1,421471.00,78467700.00
10/14/16,11.44,11.68,11.41,11.53,434177.00,77899700.00
10/13/16,11.43,11.67,11.39,11.44,351218.00,77803800.00
10/12/16,11.74,11.97,11.33,11.43,535850.00,79911200.00
10/11/16,11.69,11.84,11.48,11.73,616754.00,79511500.00
10/10/16,11.59,11.76,11.57,11.69,342278.00,78807400.00
10/9/16,11.73,11.86,11.59,11.59,389417.00,79726300.00
10/8/16,11.88,11.99,11.65,11.72,362282.00,80713900.00
10/7/16,12.05,12.13,11.75,11.87,540185.00,81894000.00
10/6/16,12.05,12.26,12,12.06,572725.00,81854800.00
10/5/16,12.05,12.06,11.83,12.03,459125.00,81727600.00
10/4/16,11.88,12.06,11.7,12.06,428041.00,80553000.00
10/3/16,11.79,12.27,11.78,11.89,485966.00,79945400.00
10/2/16,11.71,11.97,11.64,11.78,418786.00,79364000.00
10/1/16,12.1,12.11,11.67,11.71,599642.00,81946600.00
9/30/16,12.04,12.25,11.74,12.1,624527.00,81564000.00
9/29/16,11.59,12.15,11.58,12.01,627955.00,78432900.00
9/28/16,11.64,11.64,11.47,11.59,380292.00,78749100.00
9/27/16,11.41,11.64,11.38,11.64,437637.00,77160600.00
9/26/16,11.56,11.61,11.3,11.41,466947.00,78189900.00
9/25/16,11.52,11.66,11.46,11.55,293042.00,77913600.00
9/24/16,11.55,11.6,11.43,11.53,248501.00,78052900.00
9/23/16,11.52,11.7,11.4,11.54,346538.00,77854100.00
9/22/16,11.54,11.7,11.32,11.54,462190.00,77970700.00
9/21/16,11.47,11.72,11.17,11.53,639852.00,77453300.00
9/20/16,11.52,11.58,11.23,11.41,447288.00,77743400.00
9/19/16,11.68,11.75,11.35,11.54,548366.00,78808400.00
9/18/16,11.77,11.85,11.61,11.64,378121.00,79397100.00
9/17/16,11.72,11.93,11.54,11.78,385226.00,79017600.00
9/16/16,12.21,12.27,11.64,11.72,519023.00,82343700.00
9/15/16,12.74,12.74,12.14,12.21,592210.00,85882800.00
9/14/16,13,13,12.36,12.71,683059.00,87620200.00
9/13/16,12.31,13,12.1,13,775508.00,82919500.00
9/12/16,11.16,12.82,11.1,12.26,1357900.00,75150600.00
9/11/16,11.42,11.62,10.96,11.14,583102.00,76892700.00
9/10/16,11.2,11.47,11.01,11.42,748265.00,75337800.00
9/9/16,11.68,11.68,11.14,11.22,453318.00,78568100.00
9/8/16,11.28,11.69,11.24,11.69,637683.00,75879400.00
9/7/16,10.94,11.4,10.83,11.28,669651.00,73555700.00
9/6/16,11.27,11.36,10.92,10.92,532044.00,75719300.00
9/5/16,11.36,11.69,11.13,11.27,639547.00,76235500.00
9/4/16,11.36,11.56,10.72,11.39,966253.00,76192100.00
9/3/16,11.37,11.54,10.85,11.45,1215250.00,76249000.00
9/2/16,11.46,11.55,11.33,11.36,790593.00,76804400.00
9/1/16,11.89,11.93,11.37,11.45,651970.00,79693100.00
8/31/16,11.77,12.2,11.45,11.89,961216.00,78856900.00
8/30/16,11.65,11.9,11.43,11.77,761521.00,78030000.00
8/29/16,12.36,12.79,10.91,11.68,1761660.00,82747200.00
8/28/16,12.59,12.8,12.19,12.42,932715.00,84279100.00
8/27/16,12.75,12.86,12.33,12.57,2547960.00,85354600.00
8/26/16,12.29,12.86,11.96,12.74,736721.00,82202600.00
8/25/16,13.31,13.45,12.3,12.31,935742.00,89033500.00
8/24/16,13.49,13.62,12.95,13.28,797964.00,90187900.00
8/23/16,14.35,14.35,12.63,13.42,1404690.00,95908200.00
8/22/16,13.41,14.45,13.41,14.21,1409370.00,89571100.00
8/21/16,13.09,13.69,12.97,13.41,1177950.00,87463500.00
8/20/16,13.75,14.09,12.93,13.1,1451660.00,91807800.00
8/19/16,13.83,14.83,13.3,13.78,2879380.00,92310700.00
8/18/16,12.45,14.18,12.45,13.86,2019880.00,83107600.00
8/17/16,12.91,13.05,12.25,12.55,1054880.00,86139000.00
8/16/16,13.23,13.32,11.48,12.87,2724180.00,88224700.00
8/15/16,14.52,14.94,12.6,13.3,3240540.00,96808800.00
8/14/16,12.82,15.05,12.74,14.48,3708120.00,85451600.00
8/13/16,12.56,13.61,12.09,12.91,1847650.00,83697900.00
8/12/16,11.09,12.86,10.77,12.59,2030400.00,73849400.00
8/11/16,10.44,11.22,10.4,11.08,534511.00,69495500.00
8/10/16,10.32,10.51,10.23,10.44,357513.00,68670400.00
8/9/16,10.35,10.56,10.29,10.3,365466.00,68887400.00
8/8/16,10.34,10.51,10.1,10.38,453814.00,68797400.00
8/7/16,10.59,10.65,10.13,10.35,458848.00,70393200.00
8/6/16,9.71,10.71,9.69,10.55,638130.00,64524400.00
8/5/16,9.53,9.83,9.45,9.72,284062.00,63292400.00
8/4/16,9.32,9.55,9.21,9.53,413348.00,61830600.00
8/3/16,9.29,9.64,9.11,9.33,719797.00,61646200.00
8/2/16,10.02,10.24,9.06,9.16,1182910.00,66476200.00
8/1/16,9.45,10.48,9.45,9.9,1088710.00,62649200.00
7/31/16,9.18,9.57,9,9.51,318887.00,60871400.00
7/30/16,9.45,9.48,9.19,9.22,275617.00,62575400.00
7/29/16,9.32,9.47,9.3,9.46,212714.00,61710300.00
7/28/16,9.15,9.35,9.15,9.31,237187.00,60591800.00
7/27/16,8.9,9.33,8.77,9.15,378749.00,58881400.00
7/26/16,9.15,9.21,8.63,8.86,531920.00,60513500.00
7/25/16,9.24,9.27,8.99,9.13,314414.00,61086400.00
7/24/16,9.36,9.78,9.21,9.21,370757.00,61901200.00
7/23/16,9.27,9.47,9.07,9.31,435897.00,61282500.00
7/22/16,8.95,9.55,8.89,9.25,867493.00,59167400.00
