btc_market_price(t-1);btc_market_price(t-2);btc_market_price(t-3);btc_market_price(t-4);btc_market_price(t-5);btc_market_price(t-6);btc_market_price(t-7);btc_market_price(t-8);btc_market_price(t-9);btc_market_price(t-10);btc_hash_rate(t-1);btc_hash_rate(t-2);btc_hash_rate(t-3);btc_hash_rate(t-4);btc_hash_rate(t-5);btc_hash_rate(t-6);btc_hash_rate(t-7);btc_hash_rate(t-8);btc_hash_rate(t-9);btc_hash_rate(t-10);btc_hash_rate(t-11);btc_hash_rate(t-12);btc_hash_rate(t-13);btc_hash_rate(t-14);btc_hash_rate(t-15);btc_hash_rate(t-16);btc_hash_rate(t-17);btc_hash_rate(t-18);btc_hash_rate(t-19);btc_hash_rate(t-20);btc_miners_revenue(t-1);btc_miners_revenue(t-2);btc_miners_revenue(t-3);btc_miners_revenue(t-4);btc_miners_revenue(t-5);btc_miners_revenue(t-6);btc_miners_revenue(t-7);btc_miners_revenue(t-8);btc_miners_revenue(t-9);btc_miners_revenue(t-10);btc_estimated_transaction_volume_usd(t-1);btc_estimated_transaction_volume_usd(t-2);btc_estimated_transaction_volume_usd(t-3);btc_estimated_transaction_volume_usd(t-4);btc_estimated_transaction_volume_usd(t-5);btc_estimated_transaction_volume_usd(t-6);btc_estimated_transaction_volume_usd(t-7);btc_estimated_transaction_volume_usd(t-8);btc_estimated_transaction_volume_usd(t-9);btc_estimated_transaction_volume_usd(t-10);btc_market_price(t)
13.53;13.68;13.5;12.68;12.69;12.6;12.53;12.6;12.43;11.78;22.22;21.2;20.51;25.64;27.35;28.21;25.98;23.61;24.28;25.79;20.6;23.61;22.77;22.77;21.68;23.82;25.79;25.13;23.49;22.18;44297.22;42750.0;40851.0;47774.51;51119.07;52348.85;96217.79;89170.2;90403.39;91113.89;1593928.0;2952657.0;3171569.0;2490623.0;1680606.0;2367943.0;3021259.0;1392564.0;1608539.0;2130171.0;13.64
13.64;13.53;13.68;13.5;12.68;12.69;12.6;12.53;12.6;12.43;24.29;22.22;21.2;20.51;25.64;27.35;28.21;25.98;23.61;24.28;25.79;20.6;23.61;22.77;22.77;21.68;23.82;25.79;25.13;23.49;49854.16;44297.22;42750.0;40851.0;47774.51;51119.07;52348.85;96217.79;89170.2;90403.39;3745276.0;1593928.0;2952657.0;3171569.0;2490623.0;1680606.0;2367943.0;3021259.0;1392564.0;1608539.0;13.8
13.8;13.64;13.53;13.68;13.5;12.68;12.69;12.6;12.53;12.6;22.78;24.29;22.22;21.2;20.51;25.64;27.35;28.21;25.98;23.61;24.28;25.79;20.6;23.61;22.77;22.77;21.68;23.82;25.79;25.13;47499.22;49854.16;44297.22;42750.0;40851.0;47774.51;51119.07;52348.85;96217.79;89170.2;4343095.0;3745276.0;1593928.0;2952657.0;3171569.0;2490623.0;1680606.0;2367943.0;3021259.0;1392564.0;13.77
13.77;13.8;13.64;13.53;13.68;13.5;12.68;12.69;12.6;12.53;19.77;22.78;24.29;22.22;21.2;20.51;25.64;27.35;28.21;25.98;23.61;24.28;25.79;20.6;23.61;22.77;22.77;21.68;23.82;25.79;40986.07;47499.22;49854.16;44297.22;42750.0;40851.0;47774.51;51119.07;52348.85;96217.79;2527927.0;4343095.0;3745276.0;1593928.0;2952657.0;3171569.0;2490623.0;1680606.0;2367943.0;3021259.0;13.5
13.5;13.77;13.8;13.64;13.53;13.68;13.5;12.68;12.69;12.6;21.11;19.77;22.78;24.29;22.22;21.2;20.51;25.64;27.35;28.21;25.98;23.61;24.28;25.79;20.6;23.61;22.77;22.77;21.68;23.82;42950.64;40986.07;47499.22;49854.16;44297.22;42750.0;40851.0;47774.51;51119.07;52348.85;2721533.0;2527927.0;4343095.0;3745276.0;1593928.0;2952657.0;3171569.0;2490623.0;1680606.0;2367943.0;13.4
13.4;13.5;13.77;13.8;13.64;13.53;13.68;13.5;12.68;12.69;23.96;21.11;19.77;22.78;24.29;22.22;21.2;20.51;25.64;27.35;28.21;25.98;23.61;24.28;25.79;20.6;23.61;22.77;22.77;21.68;48423.99;42950.64;40986.07;47499.22;49854.16;44297.22;42750.0;40851.0;47774.51;51119.07;3168938.0;2721533.0;2527927.0;4343095.0;3745276.0;1593928.0;2952657.0;3171569.0;2490623.0;1680606.0;13.65
13.65;13.4;13.5;13.77;13.8;13.64;13.53;13.68;13.5;12.68;20.27;23.96;21.11;19.77;22.78;24.29;22.22;21.2;20.51;25.64;27.35;28.21;25.98;23.61;24.28;25.79;20.6;23.61;22.77;22.77;41761.35;48423.99;42950.64;40986.07;47499.22;49854.16;44297.22;42750.0;40851.0;47774.51;2880933.0;3168938.0;2721533.0;2527927.0;4343095.0;3745276.0;1593928.0;2952657.0;3171569.0;2490623.0;13.49
13.49;13.65;13.4;13.5;13.77;13.8;13.64;13.53;13.68;13.5;23.12;20.27;23.96;21.11;19.77;22.78;24.29;22.22;21.2;20.51;25.64;27.35;28.21;25.98;23.61;24.28;25.79;20.6;23.61;22.77;46956.41;41761.35;48423.99;42950.64;40986.07;47499.22;49854.16;44297.22;42750.0;40851.0;1371188.0;2880933.0;3168938.0;2721533.0;2527927.0;4343095.0;3745276.0;1593928.0;2952657.0;3171569.0;13.45
13.45;13.49;13.65;13.4;13.5;13.77;13.8;13.64;13.53;13.68;20.61;23.12;20.27;23.96;21.11;19.77;22.78;24.29;22.22;21.2;20.51;25.64;27.35;28.21;25.98;23.61;24.28;25.79;20.6;23.61;41641.2;46956.41;41761.35;48423.99;42950.64;40986.07;47499.22;49854.16;44297.22;42750.0;1495965.0;1371188.0;2880933.0;3168938.0;2721533.0;2527927.0;4343095.0;3745276.0;1593928.0;2952657.0;13.47
13.47;13.45;13.49;13.65;13.4;13.5;13.77;13.8;13.64;13.53;23.85;20.61;23.12;20.27;23.96;21.11;19.77;22.78;24.29;22.22;21.2;20.51;25.64;27.35;28.21;25.98;23.61;24.28;25.79;20.6;54688.2;41641.2;46956.41;41761.35;48423.99;42950.64;40986.07;47499.22;49854.16;44297.22;2100887.0;1495965.0;1371188.0;2880933.0;3168938.0;2721533.0;2527927.0;4343095.0;3745276.0;1593928.0;13.67
13.67;13.47;13.45;13.49;13.65;13.4;13.5;13.77;13.8;13.64;19.85;23.85;20.61;23.12;20.27;23.96;21.11;19.77;22.78;24.29;22.22;21.2;20.51;25.64;27.35;28.21;25.98;23.61;24.28;25.79;46204.6;54688.2;41641.2;46956.41;41761.35;48423.99;42950.64;40986.07;47499.22;49854.16;2236812.0;2100887.0;1495965.0;1371188.0;2880933.0;3168938.0;2721533.0;2527927.0;4343095.0;3745276.0;13.59
13.59;13.67;13.47;13.45;13.49;13.65;13.4;13.5;13.77;13.8;24.88;19.85;23.85;20.61;23.12;20.27;23.96;21.11;19.77;22.78;24.29;22.22;21.2;20.51;25.64;27.35;28.21;25.98;23.61;24.28;57431.34;46204.6;54688.2;41641.2;46956.41;41761.35;48423.99;42950.64;40986.07;47499.22;2475471.0;2236812.0;2100887.0;1495965.0;1371188.0;2880933.0;3168938.0;2721533.0;2527927.0;4343095.0;13.4
13.4;13.59;13.67;13.47;13.45;13.49;13.65;13.4;13.5;13.77;23.11;24.88;19.85;23.85;20.61;23.12;20.27;23.96;21.11;19.77;22.78;24.29;22.22;21.2;20.51;25.64;27.35;28.21;25.98;23.61;52648.6;57431.34;46204.6;54688.2;41641.2;46956.41;41761.35;48423.99;42950.64;40986.07;3201112.0;2475471.0;2236812.0;2100887.0;1495965.0;1371188.0;2880933.0;3168938.0;2721533.0;2527927.0;13.49
13.49;13.4;13.59;13.67;13.47;13.45;13.49;13.65;13.4;13.5;20.88;23.11;24.88;19.85;23.85;20.61;23.12;20.27;23.96;21.11;19.77;22.78;24.29;22.22;21.2;20.51;25.64;27.35;28.21;25.98;48118.33;52648.6;57431.34;46204.6;54688.2;41641.2;46956.41;41761.35;48423.99;42950.64;2902299.0;3201112.0;2475471.0;2236812.0;2100887.0;1495965.0;1371188.0;2880933.0;3168938.0;2721533.0;13.53
13.53;13.49;13.4;13.59;13.67;13.47;13.45;13.49;13.65;13.4;21.03;20.88;23.11;24.88;19.85;23.85;20.61;23.12;20.27;23.96;21.11;19.77;22.78;24.29;22.22;21.2;20.51;25.64;27.35;28.21;48532.07;48118.33;52648.6;57431.34;46204.6;54688.2;41641.2;46956.41;41761.35;48423.99;1924972.0;2902299.0;3201112.0;2475471.0;2236812.0;2100887.0;1495965.0;1371188.0;2880933.0;3168938.0;13.83
13.83;13.53;13.49;13.4;13.59;13.67;13.47;13.45;13.49;13.65;23.26;21.03;20.88;23.11;24.88;19.85;23.85;20.61;23.12;20.27;23.96;21.11;19.77;22.78;24.29;22.22;21.2;20.51;25.64;27.35;50189.07;48532.07;48118.33;52648.6;57431.34;46204.6;54688.2;41641.2;46956.41;41761.35;3283637.0;1924972.0;2902299.0;3201112.0;2475471.0;2236812.0;2100887.0;1495965.0;1371188.0;2880933.0;14.32
14.32;13.83;13.53;13.49;13.4;13.59;13.67;13.47;13.45;13.49;23.58;23.26;21.03;20.88;23.11;24.88;19.85;23.85;20.61;23.12;20.27;23.96;21.11;19.77;22.78;24.29;22.22;21.2;20.51;25.64;54444.64;50189.07;48532.07;48118.33;52648.6;57431.34;46204.6;54688.2;41641.2;46956.41;3270152.0;3283637.0;1924972.0;2902299.0;3201112.0;2475471.0;2236812.0;2100887.0;1495965.0;1371188.0;14.35
14.35;14.32;13.83;13.53;13.49;13.4;13.59;13.67;13.47;13.45;19.22;23.58;23.26;21.03;20.88;23.11;24.88;19.85;23.85;20.61;23.12;20.27;23.96;21.11;19.77;22.78;24.29;22.22;21.2;20.51;43236.52;54444.64;50189.07;48532.07;48118.33;52648.6;57431.34;46204.6;54688.2;41641.2;2481424.0;3270152.0;3283637.0;1924972.0;2902299.0;3201112.0;2475471.0;2236812.0;2100887.0;1495965.0;14.3
14.3;14.35;14.32;13.83;13.53;13.49;13.4;13.59;13.67;13.47;24.88;19.22;23.58;23.26;21.03;20.88;23.11;24.88;19.85;23.85;20.61;23.12;20.27;23.96;21.11;19.77;22.78;24.29;22.22;21.2;55555.5;43236.52;54444.64;50189.07;48532.07;48118.33;52648.6;57431.34;46204.6;54688.2;2562183.0;2481424.0;3270152.0;3283637.0;1924972.0;2902299.0;3201112.0;2475471.0;2236812.0;2100887.0;14.69
14.69;14.3;14.35;14.32;13.83;13.53;13.49;13.4;13.59;13.67;19.87;24.88;19.22;23.58;23.26;21.03;20.88;23.11;24.88;19.85;23.85;20.61;23.12;20.27;23.96;21.11;19.77;22.78;24.29;22.22;45756.24;55555.5;43236.52;54444.64;50189.07;48532.07;48118.33;52648.6;57431.34;46204.6;3501973.0;2562183.0;2481424.0;3270152.0;3283637.0;1924972.0;2902299.0;3201112.0;2475471.0;2236812.0;15.99
15.99;14.69;14.3;14.35;14.32;13.83;13.53;13.49;13.4;13.59;20.19;19.87;24.88;19.22;23.58;23.26;21.03;20.88;23.11;24.88;19.85;23.85;20.61;23.12;20.27;23.96;21.11;19.77;22.78;24.29;50576.54;45756.24;55555.5;43236.52;54444.64;50189.07;48532.07;48118.33;52648.6;57431.34;3924977.0;3501973.0;2562183.0;2481424.0;3270152.0;3283637.0;1924972.0;2902299.0;3201112.0;2475471.0;15.89
15.89;15.99;14.69;14.3;14.35;14.32;13.83;13.53;13.49;13.4;21.32;20.19;19.87;24.88;19.22;23.58;23.26;21.03;20.88;23.11;24.88;19.85;23.85;20.61;23.12;20.27;23.96;21.11;19.77;22.78;52961.37;50576.54;45756.24;55555.5;43236.52;54444.64;50189.07;48532.07;48118.33;52648.6;1958761.0;3924977.0;3501973.0;2562183.0;2481424.0;3270152.0;3283637.0;1924972.0;2902299.0;3201112.0;17.59
17.59;15.89;15.99;14.69;14.3;14.35;14.32;13.83;13.53;13.49;20.68;21.32;20.19;19.87;24.88;19.22;23.58;23.26;21.03;20.88;23.11;24.88;19.85;23.85;20.61;23.12;20.27;23.96;21.11;19.77;56798.11;52961.37;50576.54;45756.24;55555.5;43236.52;54444.64;50189.07;48532.07;48118.33;4627216.0;1958761.0;3924977.0;3501973.0;2562183.0;2481424.0;3270152.0;3283637.0;1924972.0;2902299.0;19.19
19.19;17.59;15.89;15.99;14.69;14.3;14.35;14.32;13.83;13.53;23.91;20.68;21.32;20.19;19.87;24.88;19.22;23.58;23.26;21.03;20.88;23.11;24.88;19.85;23.85;20.61;23.12;20.27;23.96;21.11;71808.94;56798.11;52961.37;50576.54;45756.24;55555.5;43236.52;54444.64;50189.07;48532.07;6239889.0;4627216.0;1958761.0;3924977.0;3501973.0;2562183.0;2481424.0;3270152.0;3283637.0;1924972.0;17.62
17.62;19.19;17.59;15.89;15.99;14.69;14.3;14.35;14.32;13.83;22.14;23.91;20.68;21.32;20.19;19.87;24.88;19.22;23.58;23.26;21.03;20.88;23.11;24.88;19.85;23.85;20.61;23.12;20.27;23.96;66917.95;71808.94;56798.11;52961.37;50576.54;45756.24;55555.5;43236.52;54444.64;50189.07;4316986.0;6239889.0;4627216.0;1958761.0;3924977.0;3501973.0;2562183.0;2481424.0;3270152.0;3283637.0;18.45
18.45;17.62;19.19;17.59;15.89;15.99;14.69;14.3;14.35;14.32;21.84;22.14;23.91;20.68;21.32;20.19;19.87;24.88;19.22;23.58;23.26;21.03;20.88;23.11;24.88;19.85;23.85;20.61;23.12;20.27;69039.9;66917.95;71808.94;56798.11;52961.37;50576.54;45756.24;55555.5;43236.52;54444.64;3790258.0;4316986.0;6239889.0;4627216.0;1958761.0;3924977.0;3501973.0;2562183.0;2481424.0;3270152.0;19.7
19.7;18.45;17.62;19.19;17.59;15.89;15.99;14.69;14.3;14.35;21.4;21.84;22.14;23.91;20.68;21.32;20.19;19.87;24.88;19.22;23.58;23.26;21.03;20.88;23.11;24.88;19.85;23.85;20.61;23.12;72180.8;69039.9;66917.95;71808.94;56798.11;52961.37;50576.54;45756.24;55555.5;43236.52;5821475.0;3790258.0;4316986.0;6239889.0;4627216.0;1958761.0;3924977.0;3501973.0;2562183.0;2481424.0;21.3
21.3;19.7;18.45;17.62;19.19;17.59;15.89;15.99;14.69;14.3;22.58;21.4;21.84;22.14;23.91;20.68;21.32;20.19;19.87;24.88;19.22;23.58;23.26;21.03;20.88;23.11;24.88;19.85;23.85;20.61;82516.2;72180.8;69039.9;66917.95;71808.94;56798.11;52961.37;50576.54;45756.24;55555.5;7820485.0;5821475.0;3790258.0;4316986.0;6239889.0;4627216.0;1958761.0;3924977.0;3501973.0;2562183.0;20.68
20.68;21.3;19.7;18.45;17.62;19.19;17.59;15.89;15.99;14.69;24.35;22.58;21.4;21.84;22.14;23.91;20.68;21.32;20.19;19.87;24.88;19.22;23.58;23.26;21.03;20.88;23.11;24.88;19.85;23.85;86793.96;82516.2;72180.8;69039.9;66917.95;71808.94;56798.11;52961.37;50576.54;45756.24;3715417.0;7820485.0;5821475.0;3790258.0;4316986.0;6239889.0;4627216.0;1958761.0;3924977.0;3501973.0;20.79
20.79;20.68;21.3;19.7;18.45;17.62;19.19;17.59;15.89;15.99;28.01;24.35;22.58;21.4;21.84;22.14;23.91;20.68;21.32;20.19;19.87;24.88;19.22;23.58;23.26;21.03;20.88;23.11;24.88;19.85;90270.18;86793.96;82516.2;72180.8;69039.9;66917.95;71808.94;56798.11;52961.37;50576.54;5488787.0;3715417.0;7820485.0;5821475.0;3790258.0;4316986.0;6239889.0;4627216.0;1958761.0;3924977.0;22.15
22.15;20.79;20.68;21.3;19.7;18.45;17.62;19.19;17.59;15.89;24.1;28.01;24.35;22.58;21.4;21.84;22.14;23.91;20.68;21.32;20.19;19.87;24.88;19.22;23.58;23.26;21.03;20.88;23.11;24.88;82951.75;90270.18;86793.96;82516.2;72180.8;69039.9;66917.95;71808.94;56798.11;52961.37;5968552.0;5488787.0;3715417.0;7820485.0;5821475.0;3790258.0;4316986.0;6239889.0;4627216.0;1958761.0;23.7
23.7;22.15;20.79;20.68;21.3;19.7;18.45;17.62;19.19;17.59;22.14;24.1;28.01;24.35;22.58;21.4;21.84;22.14;23.91;20.68;21.32;20.19;19.87;24.88;19.22;23.58;23.26;21.03;20.88;23.11;81551.6;82951.75;90270.18;86793.96;82516.2;72180.8;69039.9;66917.95;71808.94;56798.11;4223315.0;5968552.0;5488787.0;3715417.0;7820485.0;5821475.0;3790258.0;4316986.0;6239889.0;4627216.0;24.2
24.2;23.7;22.15;20.79;20.68;21.3;19.7;18.45;17.62;19.19;25.89;22.14;24.1;28.01;24.35;22.58;21.4;21.84;22.14;23.91;20.68;21.32;20.19;19.87;24.88;19.22;23.58;23.26;21.03;20.88;97362.69;81551.6;82951.75;90270.18;86793.96;82516.2;72180.8;69039.9;66917.95;71808.94;4426803.0;4223315.0;5968552.0;5488787.0;3715417.0;7820485.0;5821475.0;3790258.0;4316986.0;6239889.0;26.1
26.1;24.2;23.7;22.15;20.79;20.68;21.3;19.7;18.45;17.62;25.56;25.89;22.14;24.1;28.01;24.35;22.58;21.4;21.84;22.14;23.91;20.68;21.32;20.19;19.87;24.88;19.22;23.58;23.26;21.03;103773.56;97362.69;81551.6;82951.75;90270.18;86793.96;82516.2;72180.8;69039.9;66917.95;7442417.0;4426803.0;4223315.0;5968552.0;5488787.0;3715417.0;7820485.0;5821475.0;3790258.0;4316986.0;27.0
27.0;26.1;24.2;23.7;22.15;20.79;20.68;21.3;19.7;18.45;28.66;25.56;25.89;22.14;24.1;28.01;24.35;22.58;21.4;21.84;22.14;23.91;20.68;21.32;20.19;19.87;24.88;19.22;23.58;23.26;120226.46;103773.56;97362.69;81551.6;82951.75;90270.18;86793.96;82516.2;72180.8;69039.9;9301581.0;7442417.0;4426803.0;4223315.0;5968552.0;5488787.0;3715417.0;7820485.0;5821475.0;3790258.0;25.61
25.61;27.0;26.1;24.2;23.7;22.15;20.79;20.68;21.3;19.7;30.29;28.66;25.56;25.89;22.14;24.1;28.01;24.35;22.58;21.4;21.84;22.14;23.91;20.68;21.32;20.19;19.87;24.88;19.22;23.58;120333.4;120226.46;103773.56;97362.69;81551.6;82951.75;90270.18;86793.96;82516.2;72180.8;6067580.0;9301581.0;7442417.0;4426803.0;4223315.0;5968552.0;5488787.0;3715417.0;7820485.0;5821475.0;28.79
28.79;25.61;27.0;26.1;24.2;23.7;22.15;20.79;20.68;21.3;30.13;30.29;28.66;25.56;25.89;22.14;24.1;28.01;24.35;22.58;21.4;21.84;22.14;23.91;20.68;21.32;20.19;19.87;24.88;19.22;120917.96;120333.4;120226.46;103773.56;97362.69;81551.6;82951.75;90270.18;86793.96;82516.2;7052949.0;6067580.0;9301581.0;7442417.0;4426803.0;4223315.0;5968552.0;5488787.0;3715417.0;7820485.0;29.8
29.8;28.79;25.61;27.0;26.1;24.2;23.7;22.15;20.79;20.68;35.75;30.13;30.29;28.66;25.56;25.89;22.14;24.1;28.01;24.35;22.58;21.4;21.84;22.14;23.91;20.68;21.32;20.19;19.87;24.88;148166.2;120917.96;120333.4;120226.46;103773.56;97362.69;81551.6;82951.75;90270.18;86793.96;7550061.0;7052949.0;6067580.0;9301581.0;7442417.0;4426803.0;4223315.0;5968552.0;5488787.0;3715417.0;29.28
29.28;29.8;28.79;25.61;27.0;26.1;24.2;23.7;22.15;20.79;29.4;35.75;30.13;30.29;28.66;25.56;25.89;22.14;24.1;28.01;24.35;22.58;21.4;21.84;22.14;23.91;20.68;21.32;20.19;19.87;120018.64;148166.2;120917.96;120333.4;120226.46;103773.56;97362.69;81551.6;82951.75;90270.18;6872446.0;7550061.0;7052949.0;6067580.0;9301581.0;7442417.0;4426803.0;4223315.0;5968552.0;5488787.0;30.25
30.25;29.28;29.8;28.79;25.61;27.0;26.1;24.2;23.7;22.15;35.39;29.4;35.75;30.13;30.29;28.66;25.56;25.89;22.14;24.1;28.01;24.35;22.58;21.4;21.84;22.14;23.91;20.68;21.32;20.19;149404.8;120018.64;148166.2;120917.96;120333.4;120226.46;103773.56;97362.69;81551.6;82951.75;9347856.0;6872446.0;7550061.0;7052949.0;6067580.0;9301581.0;7442417.0;4426803.0;4223315.0;5968552.0;31.4
31.4;30.25;29.28;29.8;28.79;25.61;27.0;26.1;24.2;23.7;36.84;35.39;29.4;35.75;30.13;30.29;28.66;25.56;25.89;22.14;24.1;28.01;24.35;22.58;21.4;21.84;22.14;23.91;20.68;21.32;160997.08;149404.8;120018.64;148166.2;120917.96;120333.4;120226.46;103773.56;97362.69;81551.6;6959135.0;9347856.0;6872446.0;7550061.0;7052949.0;6067580.0;9301581.0;7442417.0;4426803.0;4223315.0;34.88
34.88;31.4;30.25;29.28;29.8;28.79;25.61;27.0;26.1;24.2;34.31;36.84;35.39;29.4;35.75;30.13;30.29;28.66;25.56;25.89;22.14;24.1;28.01;24.35;22.58;21.4;21.84;22.14;23.91;20.68;140244.4;160997.08;149404.8;120018.64;148166.2;120917.96;120333.4;120226.46;103773.56;97362.69;11051611.0;6959135.0;9347856.0;6872446.0;7550061.0;7052949.0;6067580.0;9301581.0;7442417.0;4426803.0;34.1
34.1;34.88;31.4;30.25;29.28;29.8;28.79;25.61;27.0;26.1;33.0;34.31;36.84;35.39;29.4;35.75;30.13;30.29;28.66;25.56;25.89;22.14;24.1;28.01;24.35;22.58;21.4;21.84;22.14;23.91;130978.37;140244.4;160997.08;149404.8;120018.64;148166.2;120917.96;120333.4;120226.46;103773.56;3914052.0;11051611.0;6959135.0;9347856.0;6872446.0;7550061.0;7052949.0;6067580.0;9301581.0;7442417.0;40.04
40.04;34.1;34.88;31.4;30.25;29.28;29.8;28.79;25.61;27.0;32.57;33.0;34.31;36.84;35.39;29.4;35.75;30.13;30.29;28.66;25.56;25.89;22.14;24.1;28.01;24.35;22.58;21.4;21.84;22.14;152192.04;130978.37;140244.4;160997.08;149404.8;120018.64;148166.2;120917.96;120333.4;120226.46;11576870.0;3914052.0;11051611.0;6959135.0;9347856.0;6872446.0;7550061.0;7052949.0;6067580.0;9301581.0;42.49
42.49;40.04;34.1;34.88;31.4;30.25;29.28;29.8;28.79;25.61;33.0;32.57;33.0;34.31;36.84;35.39;29.4;35.75;30.13;30.29;28.66;25.56;25.89;22.14;24.1;28.01;24.35;22.58;21.4;21.84;168186.15;152192.04;130978.37;140244.4;160997.08;149404.8;120018.64;148166.2;120917.96;120333.4;14236761.0;11576870.0;3914052.0;11051611.0;6959135.0;9347856.0;6872446.0;7550061.0;7052949.0;6067580.0;46.01
46.01;42.49;40.04;34.1;34.88;31.4;30.25;29.28;29.8;28.79;36.91;33.0;32.57;33.0;34.31;36.84;35.39;29.4;35.75;30.13;30.29;28.66;25.56;25.89;22.14;24.1;28.01;24.35;22.58;21.4;197341.69;168186.15;152192.04;130978.37;140244.4;160997.08;149404.8;120018.64;148166.2;120917.96;7501147.0;14236761.0;11576870.0;3914052.0;11051611.0;6959135.0;9347856.0;6872446.0;7550061.0;7052949.0;47.74
47.74;46.01;42.49;40.04;34.1;34.88;31.4;30.25;29.28;29.8;40.39;36.91;33.0;32.57;33.0;34.31;36.84;35.39;29.4;35.75;30.13;30.29;28.66;25.56;25.89;22.14;24.1;28.01;24.35;22.58;224663.03;197341.69;168186.15;152192.04;130978.37;140244.4;160997.08;149404.8;120018.64;148166.2;9081051.0;7501147.0;14236761.0;11576870.0;3914052.0;11051611.0;6959135.0;9347856.0;6872446.0;7550061.0;46.8
46.8;47.74;46.01;42.49;40.04;34.1;34.88;31.4;30.25;29.28;33.44;40.39;36.91;33.0;32.57;33.0;34.31;36.84;35.39;29.4;35.75;30.13;30.29;28.66;25.56;25.89;22.14;24.1;28.01;24.35;183128.36;224663.03;197341.69;168186.15;152192.04;130978.37;140244.4;160997.08;149404.8;120018.64;12910133.0;9081051.0;7501147.0;14236761.0;11576870.0;3914052.0;11051611.0;6959135.0;9347856.0;6872446.0;47.25
47.25;46.8;47.74;46.01;42.49;40.04;34.1;34.88;31.4;30.25;40.97;33.44;40.39;36.91;33.0;32.57;33.0;34.31;36.84;35.39;29.4;35.75;30.13;30.29;28.66;25.56;25.89;22.14;24.1;28.01;203742.22;183128.36;224663.03;197341.69;168186.15;152192.04;130978.37;140244.4;160997.08;149404.8;10687439.0;12910133.0;9081051.0;7501147.0;14236761.0;11576870.0;3914052.0;11051611.0;6959135.0;9347856.0;47.44
47.44;47.25;46.8;47.74;46.01;42.49;40.04;34.1;34.88;31.4;48.92;40.97;33.44;40.39;36.91;33.0;32.57;33.0;34.31;36.84;35.39;29.4;35.75;30.13;30.29;28.66;25.56;25.89;22.14;24.1;242238.34;203742.22;183128.36;224663.03;197341.69;168186.15;152192.04;130978.37;140244.4;160997.08;6285195.0;10687439.0;12910133.0;9081051.0;7501147.0;14236761.0;11576870.0;3914052.0;11051611.0;6959135.0;57.76
57.76;47.44;47.25;46.8;47.74;46.01;42.49;40.04;34.1;34.88;47.47;48.92;40.97;33.44;40.39;36.91;33.0;32.57;33.0;34.31;36.84;35.39;29.4;35.75;30.13;30.29;28.66;25.56;25.89;22.14;287529.28;242238.34;203742.22;183128.36;224663.03;197341.69;168186.15;152192.04;130978.37;140244.4;18778746.0;6285195.0;10687439.0;12910133.0;9081051.0;7501147.0;14236761.0;11576870.0;3914052.0;11051611.0;73.8
73.8;57.76;47.44;47.25;46.8;47.74;46.01;42.49;40.04;34.1;53.74;47.47;48.92;40.97;33.44;40.39;36.91;33.0;32.57;33.0;34.31;36.84;35.39;29.4;35.75;30.13;30.29;28.66;25.56;25.89;414829.8;287529.28;242238.34;203742.22;183128.36;224663.03;197341.69;168186.15;152192.04;130978.37;20575727.0;18778746.0;6285195.0;10687439.0;12910133.0;9081051.0;7501147.0;14236761.0;11576870.0;3914052.0;63.0
63.0;73.8;57.76;47.44;47.25;46.8;47.74;46.01;42.49;40.04;50.61;53.74;47.47;48.92;40.97;33.44;40.39;36.91;33.0;32.57;33.0;34.31;36.84;35.39;29.4;35.75;30.13;30.29;28.66;25.56;334656.0;414829.8;287529.28;242238.34;203742.22;183128.36;224663.03;197341.69;168186.15;152192.04;15164676.0;20575727.0;18778746.0;6285195.0;10687439.0;12910133.0;9081051.0;7501147.0;14236761.0;11576870.0;73.89
73.89;63.0;73.8;57.76;47.44;47.25;46.8;47.74;46.01;42.49;45.27;50.61;53.74;47.47;48.92;40.97;33.44;40.39;36.91;33.0;32.57;33.0;34.31;36.84;35.39;29.4;35.75;30.13;30.29;28.66;254691.87;334656.0;414829.8;287529.28;242238.34;203742.22;183128.36;224663.03;197341.69;168186.15;20725370.0;15164676.0;20575727.0;18778746.0;6285195.0;10687439.0;12910133.0;9081051.0;7501147.0;14236761.0;88.9
88.9;73.89;63.0;73.8;57.76;47.44;47.25;46.8;47.74;46.01;41.94;45.27;50.61;53.74;47.47;48.92;40.97;33.44;40.39;36.91;33.0;32.57;33.0;34.31;36.84;35.39;29.4;35.75;30.13;30.29;285191.2;254691.87;334656.0;414829.8;287529.28;242238.34;203742.22;183128.36;224663.03;197341.69;22754510.0;20725370.0;15164676.0;20575727.0;18778746.0;6285195.0;10687439.0;12910133.0;9081051.0;7501147.0;89.05
89.05;88.9;73.89;63.0;73.8;57.76;47.44;47.25;46.8;47.74;60.58;41.94;45.27;50.61;53.74;47.47;48.92;40.97;33.44;40.39;36.91;33.0;32.57;33.0;34.31;36.84;35.39;29.4;35.75;30.13;411945.3;285191.2;254691.87;334656.0;414829.8;287529.28;242238.34;203742.22;183128.36;224663.03;27471833.0;22754510.0;20725370.0;15164676.0;20575727.0;18778746.0;6285195.0;10687439.0;12910133.0;9081051.0;92.5
